10:14:12.910814;17200f09;16;17;16;17;10000;30003;1870;0;20704ef;544ecc;800000;4b2;3;38000;0;1;1;0;65469;65475;3;2;80;1652
10:14:43.165856;17200f09;1;2;1;2;10000;30003;5870;0;207007f;599de0;800000;42;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:44.155858;17200f09;2;3;2;3;10000;30003;5870;0;207054b;59c9b7;800000;50e;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:45.145859;17200f09;3;4;3;4;10000;30003;5870;0;2070a17;59f58e;800000;9da;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:46.130860;17200f09;4;5;4;5;10000;30003;5870;0;20700f7;5a2166;800000;ba;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:47.115862;17200f09;5;6;5;6;10000;30003;5870;0;20705c3;5a4d3d;800000;586;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:48.105863;17200f09;5;6;5;6;10000;30003;5870;0;20705c3;5a4d3d;800000;586;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:49.090865;17200f09;6;7;6;7;10000;30003;5870;0;2070a8f;5a7914;800000;a52;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:50.080866;17200f09;7;8;7;8;10000;30003;5870;0;207016f;5aa4ec;800000;132;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:51.070867;17200f09;8;9;8;9;10000;30003;5870;0;207063b;5ad0c3;800000;5fe;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:52.055869;17200f09;9;10;9;10;10000;30003;5870;0;2070b07;5afc9a;800000;aca;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:53.045870;17200f09;10;11;10;11;10000;30003;5870;0;20701e7;5b2872;800000;1aa;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:54.035871;17200f09;11;12;11;12;10000;30003;5870;0;20706b3;5b5449;800000;676;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:55.015873;17200f09;12;13;12;13;10000;30003;5870;0;2070b7f;5b8020;800000;b42;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:56.005874;17200f09;13;14;13;14;10000;30003;5870;0;207025f;5babf8;800000;222;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:56.990876;17200f09;14;15;14;15;10000;30003;5870;0;207072b;5bd7cf;800000;6ee;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:57.980877;17200f09;15;16;15;16;10000;30003;5870;0;2070bf7;5c03a6;800000;bba;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:58.970878;17200f09;16;17;16;17;10000;30003;5870;0;20702d7;5c2f7e;800000;29a;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:14:59.955880;17200f09;17;18;17;18;10000;30003;5870;0;20707a3;5c5b55;800000;766;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:15:00.940881;17200f09;18;19;18;19;10000;30003;5870;0;2070c6f;5c872c;800000;c32;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:15:01.930883;17200f09;19;20;19;20;10000;30003;5870;0;207034f;5cb304;800000;312;3;38000;0;1;1;0;65463;65467;2;1;82;1708
10:15:23.625913;17200f09;1;2;1;2;10000;30003;5870;0;2070b63;607785;800000;b26;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:24.615914;17200f09;2;3;2;3;10000;30003;5870;0;2070243;60a35d;800000;206;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:25.600916;17200f09;3;4;3;4;10000;30003;5870;0;207070f;60cf34;800000;6d2;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:26.585917;17200f09;4;5;4;5;10000;30003;5870;0;2070bdb;60fb0b;800000;b9e;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:27.570918;17200f09;5;6;5;6;10000;30003;5870;0;20702bb;6126e3;800000;27e;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:28.560920;17200f09;6;7;6;7;10000;30003;5870;0;2070787;6152ba;800000;74a;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:29.550921;17200f09;7;8;7;8;10000;30003;5870;0;2070c53;617e91;800000;c16;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:30.535923;17200f09;8;9;8;9;10000;30003;5870;0;2070333;61aa69;800000;2f6;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:31.520924;17200f09;9;10;9;10;10000;30003;5870;0;20707ff;61d640;800000;7c2;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:32.510925;17200f09;10;11;10;11;10000;30003;5870;0;2070ccb;620217;800000;c8e;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:33.495927;17200f09;11;12;11;12;10000;30003;5870;0;20703ab;622def;800000;36e;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:34.485928;17200f09;12;13;12;13;10000;30003;5870;0;2070877;6259c6;800000;83a;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:35.470930;17200f09;13;14;13;14;10000;30003;5870;0;2070d43;62859d;800000;d06;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:36.455931;17200f09;14;15;14;15;10000;30003;5870;0;2070423;62b175;800000;3e6;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:37.450932;17200f09;15;16;15;16;10000;30003;5870;0;20708ef;62dd4c;800000;8b2;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:38.435934;17200f09;15;16;15;16;10000;30003;5870;0;20708ef;62dd4c;800000;8b2;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:39.420935;17200f09;16;17;16;17;10000;30003;5870;0;207049b;6334fb;800000;45e;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:40.405936;17200f09;17;18;17;18;10000;30003;5870;0;2070967;6360d2;800000;92a;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:41.395938;17200f09;18;19;18;19;10000;30003;5870;0;2070047;638caa;800000;a;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:42.380939;17200f09;19;20;19;20;10000;30003;5870;0;2070513;63b881;800000;4d6;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:43.365941;17200f09;20;21;20;21;10000;30003;5870;0;20709df;63e458;800000;9a2;3;38000;0;1;1;0;65465;65477;2;1;83;1707
10:15:59.865964;17200f09;1;2;1;2;10000;30003;7870;0;2070317;66a1ce;800000;2da;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:00.855965;17200f09;2;3;2;3;10000;30003;7870;0;20707e3;66cda5;800000;7a6;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:01.840966;17200f09;3;4;3;4;10000;30003;7870;0;2070caf;66f97c;800000;c72;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:02.825968;17200f09;4;5;4;5;10000;30003;7870;0;207038f;672554;800000;352;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:03.815969;17200f09;5;6;5;6;10000;30003;7870;0;207085b;67512b;800000;81e;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:04.805971;17200f09;6;7;6;7;10000;30003;7870;0;2070d27;677d02;800000;cea;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:05.790972;17200f09;7;8;7;8;10000;30003;7870;0;2070407;67a8da;800000;3ca;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:06.775973;17200f09;8;9;8;9;10000;30003;7870;0;20708d3;67d4b1;800000;896;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:07.760975;17200f09;8;9;8;9;10000;30003;7870;0;20708d3;67d4b1;800000;896;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:08.750976;17200f09;9;10;9;10;10000;30003;7870;0;207047f;682c60;800000;442;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:09.735977;17200f09;10;11;10;11;10000;30003;7870;0;207094b;685837;800000;90e;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:10.725979;17200f09;11;12;11;12;10000;30003;7870;0;207002b;68840f;800000;dda;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:11.715980;17200f09;12;13;12;13;10000;30003;7870;0;20704f7;68afe6;800000;4ba;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:12.700982;17200f09;13;14;13;14;10000;30003;7870;0;20709c3;68dbbd;800000;986;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:13.690983;17200f09;14;15;14;15;10000;30003;7870;0;20700a3;690795;800000;66;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:14.670984;17200f09;15;16;15;16;10000;30003;7870;0;207056f;69336c;800000;532;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:15.665986;17200f09;16;17;16;17;10000;30003;7870;0;2070a3b;695f43;800000;9fe;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:16.650987;17200f09;17;18;17;18;10000;30003;7870;0;207011b;698b1b;800000;de;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:17.635989;17200f09;18;19;18;19;10000;30003;7870;0;20705e7;69b6f2;800000;5aa;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:18.620990;17200f09;19;20;19;20;10000;30003;7870;0;2070ab3;69e2c9;800000;a76;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:19.610991;17200f09;20;21;20;21;10000;30003;7870;0;2070193;6a0ea1;800000;156;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:20.600993;17200f09;21;22;21;22;10000;30003;7870;0;207065f;6a3a78;800000;622;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:21.580994;17200f09;22;23;22;23;10000;30003;7870;0;2070b2b;6a664f;800000;aee;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:22.570995;17200f09;23;24;23;24;10000;30003;7870;0;207020b;6a9227;800000;1ce;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:23.560997;17200f09;24;25;24;25;10000;30003;7870;0;20706d7;6abdfe;800000;69a;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:24.550998;17200f09;25;26;25;26;10000;30003;7870;0;2070ba3;6ae9d5;800000;b66;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:25.531000;17200f09;26;27;26;27;10000;30003;7870;0;2070283;6b15ad;800000;246;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:26.521001;17200f09;27;28;27;28;10000;30003;7870;0;207074f;6b4184;800000;712;3;38000;0;1;1;0;65466;65472;2;1;82;1706
10:16:38.341018;17200f09;1;1;1;2;10000;10003;7870;0;207092f;6d4f9c;800000;8f2;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:39.326019;17200f09;2;2;2;3;10000;10003;7870;0;207000f;6d7b74;800000;dbe;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:40.321020;17200f09;3;3;3;4;10000;10003;7870;0;20704db;6da74b;800000;49e;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:41.306022;17200f09;4;4;4;5;10000;10003;7870;0;20709a7;6dd322;800000;96a;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:42.286023;17200f09;5;5;5;6;10000;10003;7870;0;2070087;6dfefa;800000;4a;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:43.271024;17200f09;6;6;6;7;10000;10003;7870;0;2070553;6e2ad1;800000;516;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:44.261026;17200f09;7;7;7;8;10000;10003;7870;0;2070a1f;6e56a8;800000;9e2;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:45.246027;17200f09;8;8;8;9;10000;10003;7870;0;20700ff;6e8280;800000;c2;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:46.236029;17200f09;9;9;9;10;10000;10003;7870;0;20705cb;6eae57;800000;58e;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:47.226030;17200f09;10;10;10;11;10000;10003;7870;0;2070a97;6eda2e;800000;a5a;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:48.206031;17200f09;11;11;11;12;10000;10003;7870;0;2070177;6f0606;800000;13a;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:49.196033;17200f09;12;12;12;13;10000;10003;7870;0;2070643;6f31dd;800000;606;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:50.186034;17200f09;13;13;13;14;10000;10003;7870;0;2070b0f;6f5db4;800000;ad2;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:51.171035;17200f09;14;14;14;15;10000;10003;7870;0;20701ef;6f898c;800000;1b2;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:52.161037;17200f09;15;15;15;16;10000;10003;7870;0;20706bb;6fb563;800000;67e;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:53.146038;17200f09;16;16;16;17;10000;10003;7870;0;2070b87;6fe13a;800000;b4a;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:54.131040;17200f09;17;17;17;18;10000;10003;7870;0;2070267;700d12;800000;22a;3;38000;0;1;1;0;65464;65472;2;1;79;1710
10:16:55.116041;17200f09;18;18;18;19;10000;10003;7870;0;2070733;7038e9;800000;6f6;3;38000;0;1;1;0;65464;65472;2;1;79;1710
