LabVIEW Measurement	
Writer_Version	0.92
Reader_Version	1
Separator	Tab
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	Bjørn Halvor
Date	2005/11/11
Time	14:43:44,027999
***End_of_Header***	
	
Channels	3			
Samples	1	1	1	
Date	2005/11/11	2005/11/11	2005/11/11	
Time	14:43:44,407999	14:43:44,407999	14:43:44,407999	
X_Dimension	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	
***End_of_Header***				
X_Value				Comment
0.000000	-0.025026	-4.988543	0.000000
0.380000	-0.025060	-4.992356	3853.000000
1.372000	-0.025049	-4.994897	26655.000000
2.373000	-0.025084	-4.987272	49307.000000
3.375000	-0.025014	-4.994897	71583.000000
4.376000	-0.025037	-4.992356	93844.000000
5.368000	-0.025060	-4.991085	116151.000000
6.369000	-0.025014	-4.988543	138646.000000
7.370000	-0.025037	-4.988543	160741.000000
8.372000	-0.025060	-4.989814	183371.000000
9.373000	-0.025026	-4.989814	205888.000000
10.375000	-0.025026	-4.989814	228069.000000
11.376000	-0.025014	-4.988543	250288.000000
12.368000	-0.025026	-4.991085	272927.000000
13.369000	-0.025049	-4.986002	295473.000000
14.371000	-0.025049	-4.984731	317952.000000
15.372000	-0.025026	-4.987272	340387.000000
16.383000	-0.025037	-4.980919	362824.000000
17.375000	-0.025049	-4.982189	385069.000000
18.376000	-0.025014	-4.983460	407277.000000
19.368000	-0.025014	-4.979648	429279.000000
20.389000	-0.025014	-4.982189	451773.000000
21.371000	-0.025003	-4.986002	473806.000000
22.462000	-0.025003	-4.986002	496730.000000
23.373000	-0.024980	-4.980919	518903.000000
24.375000	-0.025014	-4.979648	541404.000000
25.487000	-0.024991	-4.980919	565162.000000
26.368000	-0.025014	-4.984731	586550.000000
27.389000	-0.025026	-4.979648	608878.000000
28.371000	-0.025003	-4.979648	631293.000000
29.432000	-0.024968	-4.979648	653585.000000
30.374000	-0.024968	-4.980919	676010.000000
31.395000	-0.025003	-4.978377	698596.000000
32.376000	-0.024968	-4.978377	721364.000000
33.368000	-0.024991	-4.974565	743683.000000
34.369000	-0.024956	-4.973294	760107.000000
35.371000	-0.024980	-4.975835	781635.000000
36.402000	-0.025003	-4.972023	804414.000000
37.374000	-0.024956	-4.974565	826841.000000
38.375000	-0.025003	-4.975835	849535.000000
39.377000	-0.024956	-4.974565	871989.000000
40.388000	-0.025003	-4.974565	894314.000000
41.369000	-0.025003	-4.970752	916450.000000
42.431000	-0.024968	-4.974565	939328.000000
43.392000	-0.024991	-4.970752	962109.000000
44.374000	-0.024968	-4.970752	985109.000000
45.375000	-0.024968	-4.972023	1007629.000000
46.447000	-0.024980	-4.970752	1030270.000000
47.378000	-0.024980	-4.974565	1052875.000000
48.379000	-0.024933	-4.969481	1075498.000000
49.451000	-0.024968	-4.974565	1098634.000000
50.402000	-0.024991	-4.972023	1121605.000000
51.384000	-0.024968	-4.970752	1144629.000000
52.405000	-0.024933	-4.965669	1167600.000000
53.387000	-0.024922	-4.969481	1190622.000000
54.388000	-0.024933	-4.972023	1213355.000000
55.400000	-0.024956	-4.966940	1236042.000000
56.391000	-0.024968	-4.969481	1258622.000000
57.392000	-0.024910	-4.970752	1281358.000000
58.394000	-0.024968	-4.970752	1304056.000000
59.395000	-0.024956	-4.964398	1326763.000000
60.397000	-0.024922	-4.966940	1349388.000000
61.368000	-0.024899	-4.966940	1371425.000000
62.370000	-0.024933	-4.965669	1393990.000000
63.371000	-0.024910	-4.961857	1416631.000000
64.372000	-0.024933	-4.968211	1439061.000000
65.374000	-0.024899	-4.965669	1461809.000000
66.375000	-0.024933	-4.965669	1484693.000000
67.377000	-0.024922	-4.964398	1507455.000000
68.368000	-0.024933	-4.963127	1530365.000000
69.370000	-0.024922	-4.964398	1553285.000000
70.371000	-0.024910	-4.963127	1576064.000000
71.373000	-0.024933	-4.965669	1598543.000000
72.374000	-0.024933	-4.959315	1621273.000000
73.375000	-0.024910	-4.960586	1643645.000000
74.377000	-0.024910	-4.961857	1666313.000000
75.368000	-0.024933	-4.960586	1689049.000000
76.370000	-0.024922	-4.961857	1711768.000000
77.371000	-0.024922	-4.964398	1734613.000000
78.373000	-0.024864	-4.958044	1757408.000000
79.374000	-0.024899	-4.964398	1780215.000000
80.375000	-0.024864	-4.961857	1802878.000000
81.377000	-0.024899	-4.961857	1825249.000000
82.368000	-0.024910	-4.958044	1848087.000000
83.370000	-0.024899	-4.964398	1870766.000000
84.371000	-0.024899	-4.955503	1893345.000000
85.373000	-0.024864	-4.954232	1916121.000000
86.374000	-0.024887	-4.959315	1939193.000000
87.376000	-0.024876	-4.960586	1962221.000000
88.377000	-0.024876	-4.961857	1985381.000000
89.368000	-0.024876	-4.960586	2008053.000000
90.370000	-0.024910	-4.956773	2030877.000000
91.371000	-0.024876	-4.954232	2053919.000000
92.373000	-0.024876	-4.960586	2076952.000000
93.374000	-0.024899	-4.955503	2100169.000000
94.376000	-0.024864	-4.958044	2123055.000000
95.377000	-0.024864	-4.959315	2145726.000000
96.368000	-0.024864	-4.952961	2168200.000000
97.370000	-0.024887	-4.954232	2190727.000000
98.371000	-0.024864	-4.952961	2213465.000000
99.373000	-0.024864	-4.954232	2236087.000000
100.374000	-0.024876	-4.956773	2258858.000000
101.376000	-0.024841	-4.950420	2281520.000000
102.377000	-0.024864	-4.950420	2304533.000000
103.369000	-0.024841	-4.952961	2327337.000000
104.370000	-0.024841	-4.951690	2350254.000000
105.371000	-0.024818	-4.955503	2373579.000000
106.373000	-0.024829	-4.949149	2396782.000000
107.374000	-0.024829	-4.952961	2419706.000000
108.376000	-0.024876	-4.950420	2442457.000000
109.377000	-0.024829	-4.952961	2465237.000000
110.369000	-0.024841	-4.951690	2488142.000000
111.370000	-0.024864	-4.950420	2510976.000000
112.371000	-0.024829	-4.951690	2533429.000000
113.373000	-0.024748	-4.949149	2556062.000000
114.374000	-0.024783	-4.949149	2578548.000000
115.376000	-0.024772	-4.949149	2601344.000000
116.367000	-0.024737	-4.949149	2623662.000000
117.419000	-0.024772	-4.950420	2647241.000000
118.400000	-0.024737	-4.945336	2669755.000000
119.412000	-0.024714	-4.946607	2692455.000000
120.503000	-0.024691	-4.945336	2715563.000000
121.424000	-0.024714	-4.949149	2738076.000000
122.376000	-0.024691	-4.945336	2760661.000000
123.367000	-0.024737	-4.947878	2783842.000000
124.369000	-0.024737	-4.945336	2806827.000000
125.370000	-0.024725	-4.945336	2829428.000000
126.392000	-0.024679	-4.945336	2852766.000000
127.403000	-0.024679	-4.946607	2875583.000000
128.405000	-0.024702	-4.941524	2898124.000000
129.386000	-0.024725	-4.945336	2921539.000000
130.367000	-0.024679	-4.944066	2944838.000000
131.369000	-0.024691	-4.940253	2967753.000000
132.370000	-0.024714	-4.940253	2990655.000000
133.372000	-0.024668	-4.944066	3013551.000000
134.373000	-0.024656	-4.940253	3036481.000000
135.395000	-0.024679	-4.938982	3059488.000000
136.446000	-0.024644	-4.945336	3083379.000000
137.438000	-0.024656	-4.940253	3106048.000000
138.369000	-0.024644	-4.940253	3127996.000000
139.370000	-0.024633	-4.940253	3151339.000000
140.422000	-0.024633	-4.944066	3174144.000000
141.373000	-0.024679	-4.940253	3197228.000000
142.375000	-0.024621	-4.941524	3220198.000000
143.466000	-0.024633	-4.940253	3243299.000000
144.418000	-0.024633	-4.940253	3266817.000000
145.369000	-0.024633	-4.937712	3288764.000000
146.370000	-0.024668	-4.937712	3311524.000000
147.372000	-0.024621	-4.940253	3334273.000000
148.373000	-0.024633	-4.940253	3356752.000000
149.375000	-0.024621	-4.938982	3379175.000000
150.376000	-0.024621	-4.938982	3401736.000000
151.368000	-0.024621	-4.937712	3424051.000000
152.369000	-0.024621	-4.938982	3446361.000000
153.370000	-0.024656	-4.938982	3469323.000000
154.372000	-0.024633	-4.937712	3492051.000000
155.373000	-0.024621	-4.940253	3514344.000000
