16:26:59,161 28.11.2013	

time [s];Voltage over 220Ohm;Current in[mA];Voltage out
68,881;3,300;0,806;3,665;1,398
68,981;3,300;0,806;3,663;1,398
69,081;3,300;0,806;3,663;1,398
69,181;3,300;0,806;3,664;1,397
69,281;3,300;0,806;3,664;1,398
69,381;3,300;0,806;3,664;1,398
69,481;3,300;0,806;3,664;1,397
69,581;3,300;0,806;3,665;1,398
69,681;3,300;0,806;3,665;1,398
69,781;3,300;0,807;3,666;1,398
69,881;3,300;0,806;3,664;1,397
69,981;3,300;0,806;3,664;1,397
70,081;3,300;0,806;3,664;1,398
70,181;3,300;0,806;3,664;1,398
70,281;3,300;0,806;3,664;1,398
70,381;3,300;0,806;3,664;1,397
70,481;3,300;0,806;3,664;1,398
70,581;3,300;0,806;3,665;1,398
70,681;3,300;0,806;3,665;1,398
70,781;3,300;0,806;3,665;1,397
70,881;3,300;0,806;3,665;1,397
70,981;3,300;0,806;3,663;1,398
71,081;3,300;0,806;3,664;1,397
71,181;3,300;0,806;3,664;1,398
71,281;3,300;0,806;3,664;1,397
71,381;3,300;0,806;3,664;1,398
71,481;3,300;0,806;3,664;1,397
71,581;3,300;0,806;3,665;1,398
71,681;3,300;0,806;3,665;1,398
71,781;3,300;0,806;3,666;1,398
71,881;3,300;0,807;3,666;1,398
71,981;3,300;0,806;3,665;1,398
72,081;3,300;0,806;3,663;1,398
72,181;3,300;0,806;3,663;1,398
72,281;3,300;0,806;3,664;1,398
72,381;3,300;0,806;3,664;1,398
72,481;3,300;0,806;3,664;1,397
72,581;3,300;0,806;3,664;1,397
72,681;3,300;0,806;3,665;1,398
72,781;3,300;0,806;3,665;1,398
72,881;3,300;0,806;3,665;1,398
72,981;3,300;0,806;3,665;1,398
73,081;3,300;0,806;3,666;1,398
73,181;3,300;0,806;3,665;1,397
73,281;3,300;0,806;3,663;1,398
73,381;3,300;0,806;3,663;1,398
73,481;3,300;0,806;3,663;1,397
73,581;3,300;0,806;3,664;1,397
73,681;3,300;0,806;3,664;1,398
73,781;3,300;0,806;3,665;1,397
73,881;3,300;0,806;3,666;1,398
73,981;3,300;0,806;3,665;1,397
74,081;3,300;0,806;3,666;1,397
74,181;3,300;0,806;3,663;1,398
74,281;3,300;0,806;3,663;1,398
74,381;3,300;0,806;3,664;1,397
74,481;3,300;0,806;3,664;1,398
74,581;3,300;0,806;3,665;1,398
74,681;3,300;0,806;3,665;1,398
74,781;3,300;0,806;3,665;1,398
74,881;3,300;0,807;3,666;1,398
74,981;3,300;0,806;3,665;1,397
75,081;3,300;0,806;3,663;1,397
75,181;3,300;0,806;3,663;1,398
75,281;3,300;0,806;3,664;1,397
75,381;3,300;0,806;3,664;1,397
75,481;3,300;0,806;3,664;1,398
75,581;3,300;0,806;3,664;1,398
75,681;3,300;0,806;3,665;1,398
75,781;3,300;0,806;3,665;1,398
75,881;3,300;0,806;3,665;1,398
75,981;3,300;0,806;3,666;1,398
76,081;3,300;0,806;3,665;1,398
76,181;3,300;0,806;3,663;1,398
76,281;3,300;0,806;3,663;1,397
76,381;3,300;0,806;3,664;1,398
76,481;3,300;0,806;3,665;1,397
76,581;3,300;0,806;3,665;1,397
76,681;3,300;0,806;3,666;1,398
76,781;3,300;0,807;3,666;1,398
76,881;3,300;0,806;3,664;1,397
76,981;3,300;0,806;3,663;1,398
77,081;3,300;0,806;3,664;1,397
77,181;3,300;0,806;3,664;1,397
77,281;3,300;0,806;3,664;1,398
77,381;3,300;0,806;3,665;1,397
77,481;3,300;0,806;3,666;1,397
77,581;3,300;0,807;3,666;1,398
77,681;3,300;0,806;3,663;1,397
77,781;3,300;0,806;3,664;1,398
77,881;3,300;0,806;3,664;1,398
77,981;3,300;0,806;3,665;1,398
78,081;3,300;0,806;3,665;1,397
78,181;3,300;0,806;3,665;1,398
78,281;3,300;0,806;3,665;1,397
78,381;3,300;0,806;3,665;1,398
78,481;3,300;0,806;3,664;1,397
78,581;3,300;0,806;3,663;1,397
78,682;3,300;0,806;3,664;1,398
78,782;3,300;0,806;3,665;1,398
78,882;3,300;0,806;3,664;1,397
78,982;3,300;0,806;3,665;1,398
79,082;3,300;0,807;3,666;1,398
79,182;3,300;0,806;3,665;1,398
79,282;3,300;0,806;3,664;1,398
79,382;3,300;0,806;3,663;1,398
79,482;3,300;0,806;3,664;1,398
79,582;3,300;0,806;3,665;1,398
79,682;3,300;0,806;3,666;1,398
79,782;3,300;0,807;3,667;1,397
79,882;3,300;0,806;3,664;1,398
79,982;3,300;0,806;3,663;1,397
80,082;3,300;0,806;3,663;1,398
80,182;3,300;0,806;3,665;1,397
80,282;3,300;0,807;3,668;1,397
80,382;3,300;0,806;3,664;1,397
80,482;3,300;0,806;3,663;1,397
80,582;3,300;0,806;3,665;1,397
80,682;3,300;0,807;3,667;1,397
80,782;3,300;0,807;3,668;1,397
80,882;3,300;0,806;3,663;1,397
80,982;3,300;0,806;3,665;1,397
81,082;3,300;0,807;3,667;1,397
81,182;3,300;0,807;3,669;1,397
81,282;3,300;0,806;3,664;1,397
81,382;3,300;0,806;3,665;1,396
81,482;3,300;0,807;3,667;1,396
81,582;3,300;0,807;3,668;1,396
81,682;3,300;0,806;3,663;1,396
81,782;3,300;0,807;3,666;1,396
81,882;3,300;0,807;3,669;1,396
81,982;3,300;0,806;3,664;1,396
82,082;3,300;0,806;3,665;1,395
82,182;3,300;0,807;3,669;1,395
82,282;3,300;0,806;3,665;1,395
82,382;3,300;0,806;3,665;1,395
82,482;3,300;0,807;3,668;1,395
82,582;3,300;0,806;3,665;1,395
82,682;3,300;0,806;3,665;1,395
82,782;3,300;0,807;3,669;1,395
82,882;3,300;0,806;3,663;1,395
82,982;3,300;0,807;3,667;1,395
83,082;3,300;0,807;3,669;1,395
83,182;3,300;0,806;3,663;1,395
83,282;3,300;0,807;3,669;1,395
83,382;3,300;0,806;3,665;1,394
83,482;3,300;0,807;3,666;1,394
83,582;3,300;0,807;3,668;1,394
83,682;3,300;0,806;3,666;1,394
83,782;3,300;0,807;3,670;1,394
83,882;3,300;0,806;3,663;1,394
83,982;3,300;0,807;3,669;1,394
84,082;3,300;0,806;3,664;1,394
84,182;3,300;0,807;3,668;1,394
84,282;3,300;0,806;3,665;1,394
84,382;3,300;0,806;3,665;1,394
84,482;3,300;0,807;3,667;1,394
84,582;3,300;0,806;3,664;1,393
84,682;3,300;0,807;3,669;1,394
84,782;3,300;0,806;3,663;1,393
84,882;3,300;0,807;3,669;1,393
84,982;3,300;0,806;3,663;1,393
85,082;3,300;0,807;3,667;1,393
85,182;3,300;0,806;3,665;1,393
85,282;3,300;0,807;3,666;1,393
85,382;3,300;0,807;3,666;1,393
85,482;3,300;0,807;3,666;1,393
85,582;3,300;0,807;3,667;1,393
85,681;3,300;0,806;3,666;1,393
85,781;3,300;0,807;3,668;1,393
85,881;3,300;0,806;3,665;1,393
85,981;3,300;0,807;3,668;1,393
86,081;3,300;0,806;3,664;1,393
86,181;3,300;0,807;3,669;1,393
86,281;3,300;0,806;3,663;1,393
86,381;3,300;0,807;3,669;1,393
86,481;3,300;0,806;3,662;1,392
86,581;3,300;0,807;3,669;1,392
86,681;3,300;0,806;3,662;1,393
86,781;3,300;0,807;3,668;1,393
86,881;3,300;0,806;3,662;1,392
86,981;3,300;0,807;3,667;1,393
87,081;3,300;0,806;3,663;1,392
87,181;3,300;0,806;3,664;1,392
87,281;3,300;0,807;3,666;1,392
87,381;3,300;0,806;3,663;1,392
87,481;3,300;0,807;3,668;1,392
87,581;3,300;0,806;3,662;1,392
87,681;3,300;0,807;3,668;1,392
87,781;3,300;0,806;3,662;1,392
87,881;3,300;0,807;3,668;1,392
87,981;3,300;0,806;3,662;1,392
88,081;3,300;0,807;3,669;1,392
88,181;3,300;0,806;3,663;1,392
88,281;3,300;0,807;3,669;1,392
88,381;3,300;0,806;3,662;1,392
88,481;3,300;0,807;3,669;1,392
88,581;3,300;0,806;3,662;1,392
88,681;3,300;0,807;3,669;1,392
88,781;3,300;0,806;3,662;1,392
88,881;3,300;0,807;3,668;1,392
88,981;3,300;0,806;3,663;1,392
89,081;3,300;0,807;3,667;1,392
89,181;3,300;0,806;3,665;1,392
89,281;3,300;0,807;3,666;1,392
89,381;3,300;0,807;3,667;1,392
89,481;3,300;0,806;3,665;1,392
89,581;3,300;0,807;3,669;1,392
89,681;3,300;0,806;3,663;1,392
89,781;3,300;0,807;3,670;1,392
89,881;3,300;0,806;3,662;1,392
89,981;3,300;0,807;3,669;1,392
90,081;3,300;0,806;3,663;1,392
90,181;3,300;0,807;3,669;1,392
90,281;3,300;0,806;3,664;1,392
90,381;3,300;0,807;3,668;1,392
90,481;3,300;0,807;3,666;1,392
90,581;3,300;0,807;3,666;1,391
90,681;3,300;0,807;3,667;1,391
90,781;3,300;0,806;3,664;1,391
90,881;3,300;0,807;3,669;1,391
90,981;3,300;0,806;3,663;1,391
91,081;3,300;0,807;3,670;1,391
91,181;3,300;0,806;3,663;1,391
91,281;3,300;0,807;3,670;1,391
91,381;3,300;0,806;3,663;1,391
91,481;3,300;0,807;3,669;1,391
91,581;3,300;0,806;3,662;1,391
91,681;3,300;0,807;3,669;1,391
91,781;3,300;0,806;3,662;1,391
91,881;3,300;0,807;3,669;1,391
91,981;3,300;0,806;3,662;1,391
92,081;3,300;0,807;3,668;1,391
92,181;3,300;0,806;3,663;1,391
92,281;3,300;0,807;3,667;1,391
92,381;3,300;0,806;3,663;1,391
92,481;3,300;0,807;3,667;1,391
92,581;3,300;0,806;3,663;1,391
92,681;3,300;0,807;3,666;1,391
92,781;3,300;0,806;3,664;1,391
92,881;3,300;0,806;3,664;1,391
92,981;3,300;0,806;3,665;1,391
93,081;3,300;0,806;3,662;1,391
93,181;3,300;0,807;3,667;1,391
93,281;3,300;0,805;3,660;1,391
93,381;3,300;0,807;3,667;1,391
93,481;3,300;0,805;3,660;1,391
93,581;3,300;0,807;3,666;1,391
93,681;3,300;0,805;3,661;1,391
93,781;3,300;0,806;3,665;1,391
93,881;3,300;0,806;3,661;1,391
93,981;3,300;0,806;3,664;1,391
94,081;3,300;0,806;3,662;1,391
94,181;3,300;0,806;3,664;1,391
94,281;3,300;0,806;3,662;1,391
94,381;3,300;0,806;3,663;1,391
94,481;3,300;0,806;3,662;1,391
94,581;3,300;0,806;3,662;1,391
94,681;3,300;0,806;3,663;1,391
94,781;3,300;0,806;3,661;1,391
94,881;3,300;0,806;3,665;1,391
94,981;3,300;0,806;3,662;1,391
95,081;3,300;0,806;3,665;1,391
95,181;3,300;0,806;3,662;1,391
95,281;3,300;0,806;3,666;1,391
95,381;3,300;0,806;3,662;1,391
95,481;3,300;0,806;3,665;1,391
95,581;3,300;0,805;3,661;1,391
95,681;3,300;0,807;3,667;1,391
95,781;3,300;0,805;3,660;1,391
95,881;3,300;0,807;3,667;1,391
95,981;3,300;0,805;3,661;1,390
96,081;3,300;0,806;3,666;1,390
96,182;3,300;0,806;3,665;1,391
96,282;3,300;0,806;3,663;1,391
96,382;3,300;0,807;3,667;1,391
96,482;3,300;0,805;3,660;1,390
96,588;3,300;0,806;3,665;1,390
96,682;3,300;0,806;3,661;1,390
96,782;3,300;0,806;3,663;1,391
96,882;3,300;0,806;3,664;1,391
96,982;3,300;0,805;3,661;1,390
97,082;3,300;0,806;3,665;1,390
97,182;3,300;0,805;3,659;1,390
97,282;3,300;0,807;3,666;1,390
97,382;3,300;0,805;3,659;1,390
97,482;3,300;0,806;3,665;1,390
97,582;3,300;0,805;3,660;1,390
97,682;3,300;0,806;3,664;1,390
97,782;3,300;0,806;3,662;1,390
97,882;3,300;0,806;3,662;1,390
97,982;3,300;0,806;3,664;1,390
98,082;3,300;0,805;3,660;1,390
98,182;3,300;0,806;3,665;1,390
98,282;3,300;0,805;3,659;1,390
98,382;3,300;0,805;3,661;1,390
98,482;3,300;0,805;3,661;1,390
98,582;3,300;0,806;3,664;1,390
98,682;3,300;0,805;3,659;1,390
98,782;3,300;0,806;3,665;1,390
98,882;3,300;0,805;3,659;1,390
98,982;3,300;0,806;3,664;1,390
99,082;3,300;0,806;3,663;1,390
99,182;3,300;0,805;3,660;1,390
99,282;3,300;0,807;3,667;1,390
99,382;3,300;0,805;3,659;1,390
99,482;3,300;0,806;3,664;1,390
99,582;3,300;0,806;3,663;1,390
99,682;3,300;0,805;3,660;1,390
99,782;3,300;0,806;3,666;1,390
99,882;3,300;0,805;3,659;1,390
99,982;3,300;0,806;3,663;1,390
100,082;3,300;0,806;3,662;1,390
100,182;3,300;0,805;3,660;1,390
100,282;3,300;0,806;3,665;1,390
100,382;3,300;0,805;3,659;1,390
100,482;3,300;0,806;3,662;1,390
100,582;3,300;0,806;3,665;1,390
100,682;3,300;0,805;3,658;1,390
100,782;3,300;0,806;3,662;1,390
100,882;3,300;0,806;3,662;1,390
100,982;3,300;0,805;3,659;1,390
101,082;3,300;0,806;3,663;1,390
101,182;3,300;0,805;3,659;1,390
101,282;3,300;0,805;3,660;1,390
101,382;3,300;0,806;3,664;1,390
101,482;3,300;0,805;3,658;1,390
101,582;3,300;0,806;3,663;1,390
101,682;3,300;0,805;3,660;1,390
101,782;3,300;0,805;3,659;1,390
101,882;3,300;0,806;3,664;1,390
101,982;3,300;0,805;3,657;1,390
102,082;3,300;0,806;3,663;1,390
102,182;3,300;0,805;3,659;1,390
102,282;3,300;0,805;3,660;1,390
102,382;3,300;0,805;3,661;1,390
102,482;3,300;0,805;3,658;1,390
102,582;3,300;0,806;3,663;1,390
102,682;3,300;0,804;3,657;1,390
102,782;3,300;0,805;3,661;1,390
102,882;3,300;0,806;3,662;1,390
102,982;3,300;0,805;3,659;1,390
103,082;3,300;0,806;3,664;1,390
103,181;3,300;0,805;3,657;1,390
103,281;3,300;0,805;3,661;1,390
103,381;3,300;0,806;3,662;1,390
103,481;3,300;0,805;3,657;1,390
103,581;3,300;0,806;3,663;1,390
103,681;3,300;0,805;3,658;1,390
103,781;3,300;0,805;3,661;1,390
103,881;3,300;0,805;3,661;1,390
103,981;3,300;0,805;3,659;1,390
104,081;3,300;0,806;3,664;1,390
104,181;3,300;0,804;3,656;1,390
104,281;3,300;0,806;3,662;1,390
104,381;3,300;0,805;3,658;1,390
104,481;3,300;0,805;3,660;1,390
104,581;3,300;0,806;3,662;1,390
104,681;3,300;0,805;3,657;1,390
104,781;3,300;0,806;3,663;1,390
104,881;3,300;0,804;3,657;1,390
104,981;3,300;0,805;3,661;1,390
105,081;3,300;0,805;3,659;1,390
105,181;3,300;0,805;3,659;1,390
105,281;3,300;0,806;3,663;1,390
105,381;3,300;0,804;3,656;1,390
105,481;3,300;0,806;3,662;1,390
105,581;3,300;0,805;3,659;1,390
105,681;3,300;0,805;3,660;1,390
105,781;3,300;0,806;3,662;1,390
105,881;3,300;0,805;3,657;1,390
105,981;3,300;0,806;3,662;1,390
106,081;3,300;0,805;3,657;1,390
106,181;3,300;0,805;3,660;1,390
106,281;3,300;0,805;3,661;1,390
106,381;3,300;0,805;3,657;1,390
106,481;3,300;0,806;3,663;1,390
106,581;3,300;0,805;3,659;1,390
106,681;3,300;0,805;3,660;1,390
106,781;3,300;0,806;3,663;1,390
106,881;3,300;0,804;3,657;1,390
106,981;3,300;0,805;3,661;1,390
107,081;3,300;0,805;3,660;1,390
107,181;3,300;0,805;3,658;1,390
107,281;3,300;0,806;3,663;1,390
107,381;3,300;0,805;3,657;1,390
107,481;3,300;0,805;3,660;1,390
107,581;3,300;0,806;3,662;1,390
107,681;3,300;0,804;3,657;1,390
107,781;3,300;0,806;3,662;1,390
107,881;3,300;0,804;3,655;1,390
107,981;3,300;0,805;3,660;1,390
108,081;3,300;0,805;3,657;1,390
108,181;3,300;0,805;3,658;1,390
108,281;3,300;0,805;3,659;1,390
108,381;3,300;0,805;3,657;1,390
108,481;3,300;0,805;3,659;1,390
108,581;3,300;0,804;3,656;1,390
108,681;3,300;0,805;3,660;1,390
108,781;3,300;0,804;3,655;1,390
108,881;3,300;0,805;3,661;1,390
108,981;3,300;0,804;3,653;1,390
109,081;3,300;0,805;3,660;1,390
109,181;3,300;0,804;3,654;1,390
109,281;3,300;0,805;3,660;1,390
109,381;3,300;0,804;3,654;1,390
109,481;3,300;0,805;3,659;1,390
109,581;3,300;0,804;3,656;1,390
109,681;3,300;0,805;3,657;1,390
109,781;3,300;0,804;3,657;1,390
109,881;3,300;0,804;3,656;1,390
109,981;3,300;0,805;3,658;1,390
110,081;3,300;0,804;3,655;1,390
110,181;3,300;0,805;3,659;1,390
110,281;3,300;0,804;3,654;1,390
110,381;3,300;0,805;3,659;1,390
110,481;3,300;0,804;3,653;1,390
110,581;3,300;0,805;3,659;1,390
110,681;3,300;0,803;3,651;1,390
110,781;3,300;0,805;3,658;1,390
110,881;3,300;0,803;3,651;1,390
110,981;3,300;0,805;3,657;1,390
111,081;3,300;0,803;3,652;1,390
111,181;3,300;0,804;3,656;1,390
111,281;3,300;0,803;3,652;1,390
111,381;3,300;0,804;3,655;1,390
111,481;3,300;0,804;3,653;1,390
111,581;3,300;0,804;3,653;1,390
111,681;3,300;0,803;3,651;1,390
111,781;3,300;0,804;3,655;1,390
111,881;3,300;0,804;3,653;1,390
111,981;3,300;0,804;3,654;1,390
112,081;3,300;0,804;3,655;1,390
112,181;3,300;0,804;3,653;1,390
112,281;3,300;0,804;3,656;1,390
112,381;3,300;0,803;3,651;1,390
112,481;3,300;0,804;3,656;1,390
112,581;3,300;0,803;3,650;1,390
112,681;3,300;0,804;3,654;1,390
112,781;3,300;0,804;3,653;1,390
112,881;3,300;0,804;3,655;1,390
112,981;3,300;0,803;3,651;1,390
113,081;3,300;0,804;3,655;1,390
113,181;3,300;0,803;3,650;1,390
113,281;3,300;0,804;3,655;1,390
113,381;3,300;0,803;3,650;1,390
113,481;3,300;0,804;3,656;1,390
113,581;3,300;0,803;3,650;1,390
113,682;3,300;0,804;3,655;1,390
113,782;3,300;0,803;3,649;1,390
113,882;3,300;0,804;3,654;1,390
113,982;3,300;0,803;3,650;1,390
114,082;3,300;0,804;3,653;1,390
114,182;3,300;0,803;3,650;1,390
114,282;3,300;0,804;3,653;1,390
114,382;3,300;0,803;3,650;1,390
114,482;3,300;0,804;3,653;1,390
114,582;3,300;0,803;3,652;1,390
114,682;3,300;0,804;3,653;1,390
114,782;3,300;0,803;3,652;1,390
114,882;3,300;0,803;3,652;1,390
114,982;3,300;0,803;3,652;1,390
115,082;3,300;0,803;3,651;1,390
115,182;3,300;0,804;3,654;1,390
115,282;3,300;0,803;3,651;1,390
115,382;3,300;0,803;3,651;1,390
115,482;3,300;0,803;3,650;1,390
115,582;3,300;0,804;3,653;1,390
115,682;3,300;0,803;3,652;1,390
115,782;3,300;0,803;3,651;1,390
115,882;3,300;0,804;3,653;1,390
115,982;3,300;0,803;3,649;1,390
116,082;3,300;0,804;3,655;1,390
116,182;3,300;0,803;3,648;1,390
116,282;3,300;0,804;3,655;1,390
116,382;3,300;0,803;3,649;1,390
116,482;3,300;0,804;3,653;1,390
116,582;3,300;0,803;3,651;1,390
116,682;3,300;0,803;3,652;1,390
116,782;3,300;0,804;3,653;1,390
116,882;3,300;0,803;3,651;1,390
116,982;3,300;0,804;3,655;1,390
117,082;3,300;0,803;3,649;1,390
117,182;3,300;0,804;3,655;1,390
117,282;3,300;0,803;3,649;1,390
117,382;3,300;0,804;3,654;1,390
117,482;3,300;0,803;3,651;1,390
117,582;3,300;0,803;3,652;1,390
117,682;3,300;0,804;3,653;1,390
117,782;3,300;0,803;3,651;1,390
117,882;3,300;0,804;3,654;1,390
117,982;3,300;0,803;3,651;1,389
118,082;3,300;0,804;3,654;1,390
118,182;3,300;0,803;3,649;1,390
118,282;3,300;0,804;3,655;1,390
118,382;3,300;0,803;3,648;1,390
118,482;3,300;0,804;3,656;1,390
118,582;3,300;0,803;3,649;1,389
118,682;3,300;0,804;3,656;1,390
118,782;3,300;0,803;3,648;1,390
118,882;3,300;0,804;3,655;1,390
118,982;3,300;0,802;3,648;1,390
119,082;3,300;0,804;3,655;1,390
119,182;3,300;0,803;3,648;1,390
119,282;3,300;0,803;3,652;1,390
119,382;3,300;0,803;3,650;1,390
119,482;3,300;0,803;3,650;1,390
119,582;3,300;0,804;3,653;1,390
119,682;3,300;0,802;3,647;1,390
119,782;3,300;0,804;3,653;1,389
119,882;3,300;0,802;3,647;1,390
119,982;3,300;0,803;3,652;1,390
120,082;3,300;0,803;3,648;1,389
120,182;3,300;0,803;3,651;1,390
120,282;3,300;0,803;3,650;1,390
120,382;3,300;0,803;3,650;1,389
120,482;3,300;0,804;3,653;1,390
120,582;3,300;0,802;3,646;1,390
120,681;3,300;0,803;3,650;1,390
120,781;3,300;0,804;3,652;1,389
120,881;3,300;0,802;3,646;1,390
120,981;3,300;0,803;3,649;1,390
121,081;3,300;0,803;3,652;1,390
121,181;3,300;0,802;3,646;1,390
121,281;3,300;0,803;3,650;1,389
121,381;3,300;0,803;3,652;1,390
121,481;3,300;0,802;3,645;1,390
121,581;3,300;0,803;3,649;1,389
121,681;3,300;0,803;3,652;1,389
121,781;3,300;0,802;3,646;1,389
121,881;3,300;0,803;3,649;1,390
121,981;3,300;0,802;3,645;1,390
122,081;3,300;0,803;3,652;1,390
122,181;3,300;0,802;3,648;1,389
122,281;3,300;0,803;3,648;1,389
122,381;3,300;0,803;3,651;1,389
122,481;3,300;0,803;3,650;1,390
122,581;3,300;0,802;3,646;1,389
122,681;3,300;0,803;3,648;1,389
122,781;3,300;0,803;3,650;1,390
122,881;3,300;0,803;3,649;1,389
122,981;3,300;0,802;3,646;1,389
123,081;3,300;0,803;3,648;1,389
123,181;3,300;0,803;3,650;1,389
123,281;3,300;0,802;3,648;1,389
123,381;3,300;0,802;3,646;1,389
123,481;3,300;0,803;3,648;1,389
123,581;3,300;0,802;3,647;1,390
123,681;3,300;0,803;3,650;1,389
123,781;3,300;0,802;3,646;1,389
123,881;3,300;0,802;3,646;1,389
123,981;3,300;0,802;3,648;1,390
124,081;3,300;0,803;3,648;1,389
124,181;3,300;0,803;3,648;1,390
124,281;3,300;0,802;3,645;1,389
124,381;3,300;0,802;3,646;1,389
124,481;3,300;0,803;3,649;1,389
124,581;3,300;0,803;3,650;1,389
124,681;3,300;0,802;3,645;1,389
124,781;3,300;0,802;3,646;1,389
124,881;3,300;0,803;3,648;1,389
124,981;3,300;0,803;3,649;1,389
125,081;3,300;0,803;3,648;1,389
125,181;3,300;0,802;3,645;1,389
125,281;3,300;0,802;3,646;1,389
125,381;3,300;0,802;3,647;1,389
125,481;3,300;0,803;3,649;1,390
125,581;3,300;0,803;3,648;1,389
125,681;3,300;0,802;3,644;1,389
125,781;3,300;0,802;3,646;1,389
125,881;3,300;0,802;3,647;1,389
125,981;3,300;0,803;3,649;1,390
126,081;3,300;0,802;3,647;1,389
126,181;3,300;0,802;3,644;1,389
126,298;3,300;0,802;3,645;1,389
126,381;3,300;0,802;3,647;1,389
126,481;3,300;0,802;3,647;1,389
126,581;3,300;0,802;3,646;1,390
126,681;3,300;0,802;3,644;1,389
126,781;3,300;0,802;3,645;1,389
126,881;3,300;0,802;3,646;1,390
126,981;3,300;0,802;3,647;1,389
127,081;3,300;0,802;3,643;1,389
127,181;3,300;0,802;3,643;1,390
127,281;3,300;0,802;3,645;1,389
127,381;3,300;0,802;3,646;1,390
127,481;3,300;0,802;3,646;1,389
127,581;3,300;0,802;3,643;1,389
127,681;3,300;0,801;3,643;1,389
127,781;3,300;0,802;3,644;1,389
127,881;3,300;0,802;3,643;1,389
127,981;3,300;0,802;3,644;1,389
128,081;3,300;0,802;3,645;1,389
128,181;3,300;0,802;3,646;1,389
128,281;3,300;0,802;3,646;1,389
128,381;3,300;0,802;3,645;1,389
128,481;3,300;0,801;3,642;1,390
128,581;3,300;0,801;3,642;1,389
128,681;3,300;0,801;3,643;1,389
128,781;3,300;0,801;3,643;1,389
128,881;3,300;0,802;3,644;1,389
128,981;3,300;0,802;3,643;1,390
129,081;3,300;0,802;3,644;1,389
129,181;3,300;0,802;3,644;1,389
129,281;3,300;0,802;3,643;1,389
129,381;3,300;0,801;3,642;1,389
129,481;3,300;0,801;3,642;1,389
129,581;3,300;0,801;3,643;1,389
129,681;3,300;0,802;3,644;1,389
129,781;3,300;0,802;3,644;1,389
129,881;3,300;0,802;3,644;1,389
129,981;3,300;0,802;3,644;1,389
130,081;3,300;0,802;3,644;1,389
130,181;3,300;0,802;3,644;1,389
130,281;3,300;0,802;3,644;1,389
130,381;3,300;0,802;3,643;1,389
130,481;3,300;0,801;3,643;1,389
130,581;3,300;0,801;3,643;1,389
130,681;3,300;0,802;3,644;1,389
130,781;3,300;0,802;3,644;1,389
130,881;3,300;0,802;3,644;1,390
130,981;3,300;0,802;3,643;1,389
131,081;3,300;0,801;3,643;1,389
131,182;3,300;0,801;3,643;1,389
131,282;3,300;0,802;3,643;1,389
131,382;3,300;0,802;3,644;1,389
131,482;3,300;0,802;3,644;1,389
131,582;3,300;0,802;3,644;1,389
131,682;3,300;0,802;3,643;1,389
131,782;3,300;0,802;3,644;1,389
131,882;3,300;0,802;3,643;1,389
131,982;3,300;0,801;3,643;1,389
132,082;3,300;0,801;3,643;1,389
132,182;3,300;0,801;3,643;1,390
132,282;3,300;0,801;3,643;1,389
132,382;3,300;0,802;3,643;1,389
132,482;3,300;0,802;3,643;1,389
132,582;3,300;0,801;3,643;1,389
132,682;3,300;0,801;3,643;1,389
132,782;3,300;0,801;3,642;1,389
132,882;3,300;0,801;3,643;1,389
132,982;3,300;0,801;3,643;1,389
133,082;3,300;0,801;3,641;1,390
133,182;3,300;0,801;3,641;1,390
133,282;3,300;0,801;3,641;1,389
133,382;3,300;0,801;3,642;1,389
133,482;3,300;0,801;3,642;1,389
133,582;3,300;0,801;3,643;1,389
133,682;3,300;0,802;3,644;1,389
133,782;3,300;0,801;3,641;1,389
133,882;3,300;0,801;3,640;1,390
133,982;3,300;0,801;3,641;1,389
134,082;3,300;0,801;3,642;1,389
134,182;3,300;0,801;3,643;1,389
134,282;3,300;0,801;3,643;1,389
134,382;3,300;0,801;3,643;1,389
134,482;3,300;0,801;3,643;1,389
134,582;3,300;0,801;3,643;1,389
134,682;3,300;0,801;3,643;1,389
134,782;3,300;0,801;3,643;1,389
134,882;3,300;0,801;3,642;1,389
134,982;3,300;0,801;3,642;1,389
135,082;3,300;0,801;3,640;1,389
135,182;3,300;0,801;3,640;1,389
135,282;3,300;0,801;3,640;1,390
135,382;3,300;0,801;3,641;1,389
135,482;3,300;0,801;3,641;1,389
135,582;3,300;0,801;3,641;1,389
135,682;3,300;0,801;3,641;1,389
135,782;3,300;0,801;3,641;1,389
135,882;3,300;0,801;3,641;1,389
135,982;3,300;0,801;3,639;1,389
136,082;3,300;0,800;3,638;1,389
136,182;3,300;0,801;3,639;1,389
136,282;3,300;0,801;3,641;1,389
136,382;3,300;0,801;3,642;1,390
136,482;3,300;0,800;3,637;1,389
136,582;3,300;0,801;3,639;1,389
136,682;3,300;0,801;3,640;1,390
136,782;3,300;0,800;3,635;1,389
136,882;3,300;0,800;3,638;1,389
136,982;3,300;0,801;3,639;1,389
137,082;3,300;0,800;3,635;1,389
137,182;3,300;0,800;3,638;1,389
137,282;3,300;0,801;3,640;1,389
137,382;3,300;0,800;3,635;1,389
137,482;3,300;0,801;3,640;1,389
137,582;3,300;0,800;3,636;1,389
137,682;3,300;0,800;3,638;1,389
137,782;3,300;0,800;3,637;1,389
137,882;3,300;0,800;3,637;1,389
137,982;3,300;0,801;3,640;1,389
138,082;3,300;0,800;3,635;1,389
138,181;3,300;0,800;3,638;1,389
138,281;3,300;0,800;3,638;1,389
138,381;3,300;0,800;3,636;1,389
138,481;3,300;0,801;3,639;1,390
