11.11.2005	11:22
Strøm 3,3V  	  Strøm 2,5V	    Teller	       Sendt	        Mottatt	            Sjekk	       Sekunder	   Sendt	     Mottatt
27,78     	  25,60   	    176459 	      1001010      	0         	    FALSE 	       8,18   	   4A     	     0         
27,44     	  25,48   	    178348 	      1000101      	0         	    FALSE 	       8,27   	   45     	     0         
27,78     	  25,29   	    180436 	      1001010      	0         	    FALSE 	       8,34   	   4A     	     0         
31,33     	  25,35   	    182674 	      1000101      	0         	    FALSE 	       8,44   	   45     	     0         
31,70     	  25,50   	    184860 	      1001010      	0         	    FALSE 	       8,54   	   4A     	     0         
31,04     	  25,55   	    187189 	      1000101      	0         	    FALSE 	       8,64   	   45     	     0         
31,10     	  25,48   	    189420 	      1001010      	0         	    FALSE 	       8,74   	   4A     	     0         
31,51     	  25,36   	    191653 	      1000101      	0         	    FALSE 	       8,84   	   45     	     0         
27,37     	  25,37   	    193827 	      1001010      	0         	    FALSE 	       8,93   	   4A     	     0         
27,47     	  25,30   	    196076 	      1000101      	0         	    FALSE 	       9,04   	   45     	     0         
27,78     	  25,22   	    198266 	      1001010      	0         	    FALSE 	       9,14   	   4A     	     0         
23,80     	  25,41   	    200781 	      1000101      	0         	    FALSE 	       9,24   	   45     	     0         
27,89     	  25,40   	    202670 	      1001010      	0         	    FALSE 	       9,36   	   4A     	     0         
31,49     	  25,40   	    204865 	      1000101      	0         	    FALSE 	       9,44   	   45     	     0         
27,77     	  25,44   	    207723 	      1001010      	0         	    FALSE 	       9,54   	   4A     	     0         
26,98     	  25,55   	    210138 	      1000101      	0         	    FALSE 	       9,66   	   45     	     0         
27,74     	  25,55   	    212634 	      1001010      	0         	    FALSE 	       9,77   	   4A     	     0         
27,06     	  25,50   	    215173 	      1000101      	0         	    FALSE 	       9,88   	   45     	     0         
26,98     	  25,46   	    216655 	      1001010      	0         	    FALSE 	       9,99   	   4A     	     0         
23,66     	  25,40   	    218980 	      1000101      	0         	    FALSE 	       10,06  	   45     	     0         
23,32     	  25,48   	    220827 	      1001010      	0         	    FALSE 	       10,20  	   4A     	     0         
27,56     	  25,63   	    222609 	      1000101      	0         	    FALSE 	       10,26  	   45     	     0         
27,70     	  25,34   	    224946 	      1001010      	0         	    FALSE 	       10,35  	   4A     	     0         
31,20     	  25,44   	    227123 	      1000101      	0         	    FALSE 	       10,43  	   45     	     0         
31,51     	  25,59   	    229486 	      1001010      	0         	    FALSE 	       10,53  	   4A     	     0         
27,77     	  25,68   	    232060 	      1000101      	0         	    FALSE 	       10,64  	   45     	     0         
31,20     	  25,50   	    234038 	      1001010      	0         	    FALSE 	       10,78  	   4A     	     0         
31,30     	  25,54   	    236107 	      1000101      	0         	    FALSE 	       10,84  	   45     	     0         
23,88     	  25,44   	    239168 	      1001010      	0         	    FALSE 	       10,96  	   4A     	     0         
27,07     	  25,58   	    241218 	      1000101      	0         	    FALSE 	       11,09  	   45     	     0         
23,13     	  25,62   	    243204 	      1001010      	0         	    FALSE 	       11,19  	   4A     	     0         
27,60     	  25,59   	    245608 	      1000101      	0         	    FALSE 	       11,28  	   45     	     0         
27,53     	  25,56   	    247535 	      1001010      	0         	    FALSE 	       11,37  	   4A     	     0         
31,11     	  25,43   	    249726 	      1000101      	0         	    FALSE 	       11,45  	   45     	     0         
27,16     	  25,49   	    252272 	      1001010      	0         	    FALSE 	       11,54  	   4A     	     0         
27,58     	  25,51   	    254708 	      1000101      	0         	    FALSE 	       11,66  	   45     	     0         
27,78     	  25,58   	    257059 	      1001010      	0         	    FALSE 	       11,77  	   4A     	     0         
27,27     	  25,59   	    259429 	      1000101      	0         	    FALSE 	       11,87  	   45     	     0         
23,32     	  25,55   	    261655 	      1001010      	0         	    FALSE 	       11,99  	   4A     	     0         
29,09     	  25,48   	    261835 	      1000101      	0         	    FALSE 	       12,10  	   45     	     0         
23,33     	  25,49   	    263747 	      1001010      	0         	    FALSE 	       12,17  	   4A     	     0         
23,70     	  25,44   	    265606 	      1000101      	0         	    FALSE 	       12,30  	   45     	     0         
28,03     	  25,44   	    267501 	      1001010      	0         	    FALSE 	       12,36  	   4A     	     0         
30,88     	  25,44   	    269830 	      1000101      	0         	    FALSE 	       12,44  	   45     	     0         
27,58     	  25,64   	    272372 	      1001010      	0         	    FALSE 	       12,55  	   4A     	     0         
26,93     	  25,37   	    275027 	      1000101      	0         	    FALSE 	       12,66  	   45     	     0         
31,33     	  25,55   	    276538 	      1001010      	0         	    FALSE 	       12,77  	   4A     	     0         
31,02     	  25,39   	    278701 	      1000101      	0         	    FALSE 	       12,84  	   45     	     0         
23,33     	  25,36   	    281373 	      1001010      	0         	    FALSE 	       12,94  	   4A     	     0         
27,56     	  25,30   	    283155 	      1000101      	0         	    FALSE 	       13,06  	   45     	     0         
27,91     	  25,26   	    285488 	      1001010      	0         	    FALSE 	       13,15  	   4A     	     0         
23,43     	  25,40   	    288021 	      1000101      	0         	    FALSE 	       13,24  	   45     	     0         
23,51     	  25,31   	    290372 	      1001010      	0         	    FALSE 	       13,36  	   4A     	     0         
27,83     	  25,55   	    292900 	      1000101      	0         	    FALSE 	       13,47  	   45     	     0         
27,13     	  25,58   	    295295 	      1001010      	0         	    FALSE 	       13,58  	   4A     	     0         
27,30     	  25,59   	    297269 	      1000101      	0         	    FALSE 	       13,69  	   45     	     0         
31,32     	  25,58   	    299324 	      1001010      	0         	    FALSE 	       13,80  	   4A     	     0         
27,58     	  25,51   	    301323 	      1000101      	0         	    FALSE 	       13,88  	   45     	     0         
27,49     	  25,44   	    303163 	      1001010      	0         	    FALSE 	       13,96  	   4A     	     0         
27,08     	  25,35   	    305513 	      1000101      	0         	    FALSE 	       14,04  	   45     	     0         
23,67     	  25,36   	    307998 	      1001010      	0         	    FALSE 	       14,14  	   4A     	     0         
22,95     	  25,34   	    310331 	      1000101      	0         	    FALSE 	       14,26  	   45     	     0         
23,05     	  25,29   	    312910 	      1001010      	0         	    FALSE 	       14,36  	   4A     	     0         
31,14     	  25,45   	    314522 	      1000101      	0         	    FALSE 	       14,47  	   45     	     0         
31,60     	  25,54   	    316642 	      1001010      	0         	    FALSE 	       14,54  	   4A     	     0         
27,50     	  25,51   	    319266 	      1000101      	0         	    FALSE 	       14,64  	   45     	     0         
31,66     	  25,45   	    321061 	      1001010      	0         	    FALSE 	       14,77  	   4A     	     0         
31,25     	  25,48   	    323319 	      1000101      	0         	    FALSE 	       14,84  	   45     	     0         
26,98     	  25,50   	    325554 	      1001010      	0         	    FALSE 	       14,94  	   4A     	     0         
27,50     	  25,31   	    327830 	      1000101      	0         	    FALSE 	       15,04  	   45     	     0         
27,68     	  25,31   	    330032 	      1001010      	0         	    FALSE 	       15,14  	   4A     	     0         
23,41     	  25,29   	    332883 	      1000101      	0         	    FALSE 	       15,24  	   45     	     0         
27,18     	  25,50   	    335165 	      1001010      	0         	    FALSE 	       15,39  	   4A     	     0         
28,01     	  25,46   	    336815 	      1000101      	0         	    FALSE 	       15,50  	   45     	     0         
27,61     	  25,49   	    339157 	      1001010      	0         	    FALSE 	       15,56  	   4A     	     0         
31,09     	  25,58   	    341053 	      1000101      	0         	    FALSE 	       15,66  	   45     	     0         
30,88     	  25,43   	    343282 	      1001010      	0         	    FALSE 	       15,75  	   4A     	     0         
27,44     	  25,54   	    345698 	      1000101      	0         	    FALSE 	       15,86  	   45     	     0         
23,86     	  25,50   	    348107 	      1001010      	0         	    FALSE 	       15,95  	   4A     	     0         
23,41     	  25,56   	    350502 	      1000101      	0         	    FALSE 	       16,06  	   45     	     0         
27,22     	  25,59   	    352090 	      1001010      	0         	    FALSE 	       16,17  	   4A     	     0         
27,83     	  25,30   	    354269 	      1000101      	0         	    FALSE 	       16,23  	   45     	     0         
27,39     	  25,45   	    356895 	      1001010      	0         	    FALSE 	       16,33  	   4A     	     0         
31,34     	  25,56   	    358664 	      1000101      	0         	    FALSE 	       16,47  	   45     	     0         
30,95     	  25,50   	    360922 	      1001010      	0         	    FALSE 	       16,53  	   4A     	     0         
31,42     	  25,68   	    363075 	      1000101      	0         	    FALSE 	       16,63  	   45     	     0         
30,90     	  25,45   	    365386 	      1001010      	0         	    FALSE 	       16,73  	   4A     	     0         
31,71     	  25,51   	    367553 	      1000101      	0         	    FALSE 	       16,83  	   45     	     0         
26,97     	  25,34   	    369805 	      1001010      	0         	    FALSE 	       16,93  	   4A     	     0         
27,95     	  25,23   	    371927 	      1000101      	0         	    FALSE 	       17,03  	   45     	     0         
27,25     	  25,26   	    374222 	      1001010      	0         	    FALSE 	       17,14  	   4A     	     0         
23,41     	  25,36   	    376818 	      1000101      	0         	    FALSE 	       17,24  	   45     	     0         
27,82     	  25,45   	    378635 	      1001010      	0         	    FALSE 	       17,37  	   4A     	     0         
27,39     	  25,40   	    380971 	      1000101      	0         	    FALSE 	       17,43  	   45     	     0         
27,81     	  25,48   	    383366 	      1001010      	0         	    FALSE 	       17,55  	   4A     	     0         
27,69     	  25,50   	    385967 	      1000101      	0         	    FALSE 	       17,66  	   45     	     0         
27,27     	  25,50   	    387765 	      1001010      	0         	    FALSE 	       17,78  	   4A     	     0         
27,35     	  25,50   	    390884 	      1000101      	0         	    FALSE 	       17,88  	   45     	     0         
27,93     	  25,43   	    392416 	      1001010      	0         	    FALSE 	       18,00  	   4A     	     0         
23,25     	  25,44   	    394873 	      1000101      	0         	    FALSE 	       18,06  	   45     	     0         
23,49     	  25,43   	    396807 	      1001010      	0         	    FALSE 	       18,17  	   4A     	     0         
27,83     	  25,49   	    398610 	      1000101      	0         	    FALSE 	       18,27  	   45     	     0         
27,89     	  25,44   	    400821 	      1001010      	0         	    FALSE 	       18,35  	   4A     	     0         
27,18     	  25,29   	    403213 	      1000101      	0         	    FALSE 	       18,44  	   45     	     0         
27,32     	  25,43   	    405662 	      1001010      	0         	    FALSE 	       18,55  	   4A     	     0         
31,39     	  25,55   	    407353 	      1000101      	0         	    FALSE 	       18,67  	   45     	     0         
31,74     	  25,43   	    409515 	      1001010      	0         	    FALSE 	       18,74  	   4A     	     0         
31,38     	  25,48   	    411747 	      1000101      	0         	    FALSE 	       18,84  	   45     	     0         
27,54     	  25,46   	    413973 	      1001010      	0         	    FALSE 	       18,95  	   4A     	     0         
23,14     	  25,25   	    416375 	      1000101      	0         	    FALSE 	       19,04  	   45     	     0         
23,86     	  25,29   	    418820 	      1001010      	0         	    FALSE 	       19,17  	   4A     	     0         
23,84     	  25,30   	    421284 	      1000101      	0         	    FALSE 	       19,26  	   45     	     0         
23,77     	  25,40   	    423544 	      1001010      	0         	    FALSE 	       19,37  	   4A     	     0         
27,91     	  25,50   	    426068 	      1000101      	0         	    FALSE 	       19,48  	   45     	     0         
27,13     	  25,60   	    427838 	      1001010      	0         	    FALSE 	       19,59  	   4A     	     0         
31,65     	  25,48   	    430009 	      1000101      	0         	    FALSE 	       19,70  	   45     	     0         
27,13     	  25,50   	    431942 	      1001010      	0         	    FALSE 	       19,78  	   4A     	     0         
31,76     	  25,50   	    434191 	      1000101      	0         	    FALSE 	       19,86  	   45     	     0         
27,74     	  25,44   	    436029 	      1001010      	0         	    FALSE 	       19,97  	   4A     	     0         
27,87     	  25,29   	    438242 	      1000101      	0         	    FALSE 	       20,04  	   45     	     0         
27,11     	  25,49   	    440390 	      1001010      	0         	    FALSE 	       20,14  	   4A     	     0         
23,21     	  25,27   	    443377 	      1000101      	0         	    FALSE 	       20,24  	   45     	     0         
27,69     	  25,43   	    444913 	      1001010      	0         	    FALSE 	       20,40  	   4A     	     0         
31,47     	  25,23   	    447182 	      1000101      	0         	    FALSE 	       20,44  	   45     	     0         
31,15     	  25,49   	    449390 	      1001010      	0         	    FALSE 	       20,54  	   4A     	     0         
31,40     	  25,50   	    451703 	      1000101      	0         	    FALSE 	       20,64  	   45     	     0         
31,35     	  25,59   	    453969 	      1001010      	0         	    FALSE 	       20,74  	   4A     	     0         
31,61     	  25,40   	    456324 	      1000101      	0         	    FALSE 	       20,84  	   45     	     0         
27,63     	  25,37   	    458497 	      1001010      	0         	    FALSE 	       20,94  	   4A     	     0         
27,69     	  25,25   	    460738 	      1000101      	0         	    FALSE 	       21,04  	   45     	     0         
27,42     	  25,23   	    463016 	      1001010      	0         	    FALSE 	       21,14  	   4A     	     0         
23,84     	  25,21   	    465787 	      1000101      	0         	    FALSE 	       21,24  	   45     	     0         
27,19     	  25,35   	    467533 	      1001010      	0         	    FALSE 	       21,36  	   4A     	     0         
31,84     	  25,36   	    469779 	      1000101      	0         	    FALSE 	       21,44  	   45     	     0         
31,48     	  25,55   	    472035 	      1001010      	0         	    FALSE 	       21,54  	   4A     	     0         
31,61     	  25,51   	    474271 	      1000101      	0         	    FALSE 	       21,65  	   45     	     0         
27,19     	  25,43   	    476596 	      1001010      	0         	    FALSE 	       21,74  	   4A     	     0         
27,67     	  25,50   	    479092 	      1000101      	0         	    FALSE 	       21,85  	   45     	     0         
23,46     	  25,35   	    481630 	      1001010      	0         	    FALSE 	       21,96  	   4A     	     0         
23,06     	  25,37   	    484045 	      1000101      	0         	    FALSE 	       22,07  	   45     	     0         
23,76     	  25,39   	    486465 	      1001010      	0         	    FALSE 	       22,18  	   4A     	     0         
27,18     	  25,49   	    487524 	      1000101      	0         	    FALSE 	       22,29  	   45     	     0         
23,94     	  25,44   	    490268 	      1001010      	0         	    FALSE 	       22,35  	   4A     	     0         
31,44     	  25,44   	    491820 	      1000101      	0         	    FALSE 	       22,48  	   45     	     0         
31,49     	  25,40   	    494028 	      1001010      	0         	    FALSE 	       22,54  	   4A     	     0         
31,35     	  25,55   	    496123 	      1000101      	0         	    FALSE 	       22,64  	   45     	     0         
27,30     	  25,31   	    499439 	      1001010      	0         	    FALSE 	       22,74  	   4A     	     0         
31,12     	  25,55   	    500604 	      1000101      	0         	    FALSE 	       22,88  	   45     	     0         
27,88     	  25,34   	    502983 	      1001010      	0         	    FALSE 	       22,93  	   4A     	     0         
27,22     	  25,37   	    505196 	      1000101      	0         	    FALSE 	       23,04  	   45     	     0         
27,78     	  25,39   	    507486 	      1001010      	0         	    FALSE 	       23,14  	   4A     	     0         
23,82     	  25,40   	    510433 	      1000101      	0         	    FALSE 	       23,23  	   45     	     0         
23,71     	  25,49   	    513007 	      1001010      	0         	    FALSE 	       23,36  	   4A     	     0         
27,23     	  25,58   	    515445 	      1000101      	0         	    FALSE 	       23,48  	   45     	     0         
30,98     	  25,54   	    516467 	      1001010      	0         	    FALSE 	       23,59  	   4A     	     0         
27,53     	  25,59   	    518856 	      1000101      	0         	    FALSE 	       23,66  	   45     	     0         
31,04     	  25,41   	    521249 	      1001010      	0         	    FALSE 	       23,77  	   4A     	     0         
31,58     	  25,62   	    523145 	      1000101      	0         	    FALSE 	       23,87  	   45     	     0         
23,38     	  25,39   	    525702 	      1001010      	0         	    FALSE 	       23,94  	   4A     	     0         
23,98     	  26,24   	    528059 	      1000101      	0         	    FALSE 	       24,06  	   45     	     0         
23,90     	  26,15   	    530538 	      1001010      	10101010  	    TRUE  	       24,16  	   4A     	     AA        
23,44     	  25,45   	    532332 	      1000101      	1010101   	    TRUE  	       24,26  	   45     	     55        
23,15     	  26,15   	    534697 	      1001010      	10101010  	    TRUE  	       24,35  	   4A     	     AA        
31,02     	  26,28   	    536558 	      1000101      	1010101   	    TRUE  	       24,45  	   45     	     55        
31,54     	  25,41   	    538736 	      1001010      	10101010  	    TRUE  	       24,53  	   4A     	     AA        
31,67     	  25,40   	    540955 	      1000101      	1010101   	    TRUE  	       24,64  	   45     	     55        
31,12     	  25,50   	    543082 	      1001010      	10101010  	    TRUE  	       24,74  	   4A     	     AA        
31,43     	  25,41   	    545390 	      1000101      	1010101   	    TRUE  	       24,84  	   45     	     55        
27,42     	  25,45   	    547663 	      1001010      	10101010  	    TRUE  	       24,94  	   4A     	     AA        
27,86     	  26,23   	    549956 	      1000101      	1010101   	    TRUE  	       25,04  	   45     	     55        
27,92     	  26,19   	    552104 	      1001010      	10101010  	    TRUE  	       25,14  	   4A     	     AA        
24,08     	  26,32   	    554621 	      1000101      	1010101   	    TRUE  	       25,24  	   45     	     55        
27,28     	  26,15   	    556479 	      1001010      	10101010  	    TRUE  	       25,35  	   4A     	     AA        
31,46     	  26,33   	    558786 	      1000101      	1010101   	    TRUE  	       25,44  	   45     	     55        
31,67     	  25,40   	    560864 	      1001010      	10101010  	    TRUE  	       25,54  	   4A     	     AA        
27,97     	  25,45   	    563430 	      1000101      	1010101   	    TRUE  	       25,66  	   45     	     55        
27,08     	  25,49   	    565953 	      1001010      	10101010  	    TRUE  	       25,75  	   4A     	     AA        
27,68     	  25,50   	    568635 	      1000101      	1010101   	    TRUE  	       25,87  	   45     	     55        
27,92     	  25,30   	    569798 	      1001010      	10101010  	    TRUE  	       25,99  	   4A     	     AA        
23,77     	  25,43   	    573170 	      1000101      	1010101   	    TRUE  	       26,07  	   45     	     55        
23,77     	  25,30   	    574692 	      1001010      	10101010  	    TRUE  	       26,20  	   4A     	     AA        
27,70     	  26,20   	    576715 	      1000101      	1010101   	    TRUE  	       26,26  	   45     	     55        
23,61     	  26,21   	    579186 	      1001010      	10101010  	    TRUE  	       26,35  	   4A     	     AA        
27,53     	  26,25   	    581832 	      1000101      	1010101   	    TRUE  	       26,46  	   45     	     55        
27,79     	  25,37   	    584552 	      1001010      	10101010  	    TRUE  	       26,58  	   4A     	     AA        
31,24     	  25,58   	    585778 	      1000101      	1010101   	    TRUE  	       26,70  	   45     	     55        
27,32     	  25,50   	    588251 	      1001010      	10101010  	    TRUE  	       26,76  	   4A     	     AA        
31,10     	  25,53   	    590451 	      1000101      	1010101   	    TRUE  	       26,88  	   45     	     55        
27,14     	  25,44   	    592556 	      1001010      	10101010  	    TRUE  	       26,96  	   4A     	     AA        
27,78     	  26,25   	    594761 	      1000101      	1010101   	    TRUE  	       27,04  	   45     	     55        
23,90     	  26,26   	    597886 	      1001010      	10101010  	    TRUE  	       27,14  	   4A     	     AA        
27,44     	  25,45   	    599272 	      1000101      	1010101   	    TRUE  	       27,28  	   45     	     55        
27,35     	  26,19   	    601525 	      1001010      	10101010  	    TRUE  	       27,34  	   4A     	     AA        
31,54     	  26,20   	    603746 	      1000101      	1010101   	    TRUE  	       27,44  	   45     	     55        
31,72     	  25,49   	    606062 	      1001010      	10101010  	    TRUE  	       27,54  	   4A     	     AA        
31,54     	  25,39   	    608183 	      1000101      	1010101   	    TRUE  	       27,64  	   45     	     55        
27,58     	  25,49   	    611276 	      1001010      	10101010  	    TRUE  	       27,74  	   4A     	     AA        
31,15     	  25,60   	    612682 	      1000101      	1010101   	    TRUE  	       27,89  	   45     	     55        
27,64     	  25,49   	    614964 	      1001010      	10101010  	    TRUE  	       27,94  	   4A     	     AA        
23,62     	  26,24   	    617781 	      1000101      	1010101   	    TRUE  	       28,04  	   45     	     55        
27,28     	  25,40   	    619358 	      1001010      	10101010  	    TRUE  	       28,17  	   4A     	     AA        
23,37     	  26,26   	    622248 	      1000101      	1010101   	    TRUE  	       28,24  	   45     	     55        
23,62     	  26,59   	    624676 	      1001010      	10101010  	    TRUE  	       28,36  	   4A     	     AA        
27,18     	  25,48   	    627279 	      1000101      	1010101   	    TRUE  	       28,47  	   45     	     55        
31,77     	  25,50   	    628382 	      1001010      	10101010  	    TRUE  	       28,59  	   4A     	     AA        
31,60     	  25,44   	    630517 	      1000101      	1010101   	    TRUE  	       28,65  	   45     	     55        
31,44     	  25,40   	    632781 	      1001010      	10101010  	    TRUE  	       28,74  	   4A     	     AA        
27,37     	  25,37   	    635638 	      1000101      	1010101   	    TRUE  	       28,84  	   45     	     55        
27,95     	  25,54   	    637210 	      1001010      	10101010  	    TRUE  	       28,98  	   4A     	     AA        
27,83     	  25,25   	    639364 	      1000101      	1010101   	    TRUE  	       29,04  	   45     	     55        
27,26     	  26,21   	    641643 	      1001010      	10101010  	    TRUE  	       29,14  	   4A     	     AA        
23,15     	  25,35   	    644565 	      1000101      	1010101   	    TRUE  	       29,24  	   45     	     55        
23,72     	  25,49   	    646792 	      1001010      	10101010  	    TRUE  	       29,37  	   4A     	     AA        
27,97     	  25,35   	    649386 	      1000101      	1010101   	    TRUE  	       29,47  	   45     	     55        
