10.11.2005	16:15
Strøm 3,3V  	  Strøm 2,5V	    Teller	       Sendt	        Mottatt	            Sjekk	       Sekunder	   Sendt	     Mottatt
20,96     	  21,71   	    81289  	     1000101      	0         	    FALSE 	       2,95   	   45     	     0         
23,95     	  21,78   	    84386  	     1001010      	0         	    FALSE 	       3,06   	   4A     	     0         
24,00     	  21,74   	    87307  	     1000101      	0         	    FALSE 	       3,17   	   45     	     0         
23,86     	  21,84   	    90466  	     1001010      	0         	    FALSE 	       3,28   	   4A     	     0         
23,44     	  21,79   	    92294  	     1000101      	0         	    FALSE 	       3,39   	   45     	     0         
23,67     	  21,83   	    95767  	     1001010      	0         	    FALSE 	       3,45   	   4A     	     0         
20,47     	  21,84   	    97716  	     1000101      	0         	    FALSE 	       3,61   	   45     	     0         
21,27     	  21,65   	    100288 	     1001010      	0         	    FALSE 	       3,65   	   4A     	     0         
20,75     	  21,74   	    102985 	     1000101      	0         	    FALSE 	       3,76   	   45     	     0         
19,14     	  21,85   	    105550 	     1001010      	0         	    FALSE 	       3,86   	   4A     	     0         
19,25     	  21,80   	    108456 	     1000101      	0         	    FALSE 	       3,94   	   45     	     0         
19,23     	  21,78   	    111171 	     1001010      	0         	    FALSE 	       4,04   	   4A     	     0         
20,96     	  21,74   	    114035 	     1000101      	0         	    FALSE 	       4,15   	   45     	     0         
21,37     	  21,78   	    116665 	     1001010      	0         	    FALSE 	       4,24   	   4A     	     0         
21,76     	  21,78   	    119630 	     1000101      	0         	    FALSE 	       4,34   	   45     	     0         
23,56     	  21,70   	    122367 	     1001010      	0         	    FALSE 	       4,44   	   4A     	     0         
20,81     	  21,89   	    125493 	     1000101      	0         	    FALSE 	       4,56   	   45     	     0         
21,27     	  22,13   	    128444 	     1001010      	0         	    FALSE 	       4,67   	   4A     	     0         
22,08     	  22,04   	    131645 	     1000101      	0         	    FALSE 	       4,76   	   45     	     0         
21,42     	  21,98   	    134551 	     1001010      	0         	    FALSE 	       4,87   	   4A     	     0         
18,08     	  21,95   	    137632 	     1000101      	0         	    FALSE 	       5,01   	   45     	     0         
23,77     	  22,00   	    139903 	     1001010      	0         	    FALSE 	       5,10   	   4A     	     0         
23,53     	  21,94   	    142388 	     1000101      	0         	    FALSE 	       5,20   	   45     	     0         
21,04     	  21,79   	    144792 	     1001010      	0         	    FALSE 	       5,28   	   4A     	     0         
21,42     	  21,88   	    147142 	     1000101      	0         	    FALSE 	       5,37   	   45     	     0         
23,72     	  21,89   	    149881 	     1001010      	0         	    FALSE 	       5,44   	   4A     	     0         
20,66     	  21,83   	    152886 	     1000101      	0         	    FALSE 	       5,56   	   45     	     0         
21,52     	  21,94   	    155934 	     1001010      	0         	    FALSE 	       5,67   	   4A     	     0         
21,29     	  21,88   	    158847 	     1000101      	0         	    FALSE 	       5,76   	   45     	     0         
20,85     	  21,94   	    162046 	     1001010      	0         	    FALSE 	       5,87   	   4A     	     0         
20,75     	  22,03   	    165187 	     1000101      	0         	    FALSE 	       5,98   	   45     	     0         
18,00     	  21,99   	    167080 	     1001010      	0         	    FALSE 	       6,09   	   4A     	     0         
23,77     	  22,04   	    169988 	     1000101      	0         	    FALSE 	       6,19   	   45     	     0         
23,58     	  22,04   	    172376 	     1001010      	0         	    FALSE 	       6,29   	   4A     	     0         
23,88     	  21,93   	    175423 	     1000101      	0         	    FALSE 	       6,36   	   45     	     0         
20,86     	  21,89   	    177712 	     1001010      	0         	    FALSE 	       6,47   	   4A     	     0         
20,75     	  21,95   	    180753 	     1000101      	0         	    FALSE 	       6,55   	   45     	     0         
21,36     	  22,02   	    183903 	     1001010      	0         	    FALSE 	       6,64   	   4A     	     0         
20,93     	  22,06   	    186896 	     1000101      	0         	    FALSE 	       6,75   	   45     	     0         
21,43     	  22,09   	    190103 	     1001010      	0         	    FALSE 	       6,86   	   4A     	     0         
20,77     	  22,20   	    193213 	     1000101      	0         	    FALSE 	       6,97   	   45     	     0         
19,08     	  22,12   	    195047 	     1001010      	0         	    FALSE 	       7,09   	   4A     	     0         
24,28     	  22,06   	    197943 	     1000101      	0         	    FALSE 	       7,19   	   45     	     0         
24,10     	  22,09   	    200325 	     1001010      	0         	    FALSE 	       7,30   	   4A     	     0         
24,33     	  22,04   	    203214 	     1000101      	0         	    FALSE 	       7,36   	   45     	     0         
22,07     	  22,09   	    205605 	     1001010      	0         	    FALSE 	       7,46   	   4A     	     0         
20,87     	  21,94   	    208453 	     1000101      	0         	    FALSE 	       7,55   	   45     	     0         
21,27     	  22,03   	    211435 	     1001010      	0         	    FALSE 	       7,65   	   4A     	     0         
21,50     	  22,03   	    214601 	     1000101      	0         	    FALSE 	       7,76   	   45     	     0         
21,03     	  22,12   	    217457 	     1001010      	0         	    FALSE 	       7,86   	   4A     	     0         
21,23     	  22,12   	    220436 	     1000101      	0         	    FALSE 	       7,96   	   45     	     0         
23,52     	  22,02   	    223553 	     1001010      	0         	    FALSE 	       8,07   	   4A     	     0         
23,72     	  22,04   	    225803 	     1000101      	0         	    FALSE 	       8,18   	   45     	     0         
24,22     	  21,94   	    227777 	     1001010      	0         	    FALSE 	       8,29   	   4A     	     0         
23,72     	  22,12   	    230727 	     1000101      	0         	    FALSE 	       8,36   	   45     	     0         
21,40     	  22,09   	    233524 	     1001010      	0         	    FALSE 	       8,46   	   4A     	     0         
20,85     	  21,95   	    235939 	     1000101      	0         	    FALSE 	       8,57   	   45     	     0         
21,09     	  22,13   	    239056 	     1001010      	0         	    FALSE 	       8,63   	   4A     	     0         
21,18     	  22,00   	    242171 	     1000101      	0         	    FALSE 	       8,74   	   45     	     0         
20,93     	  22,18   	    245143 	     1001010      	0         	    FALSE 	       8,85   	   4A     	     0         
21,17     	  22,07   	    248354 	     1000101      	0         	    FALSE 	       8,96   	   45     	     0         
23,90     	  22,06   	    251573 	     1001010      	0         	    FALSE 	       9,07   	   4A     	     0         
20,52     	  21,94   	    253391 	     1000101      	0         	    FALSE 	       9,18   	   45     	     0         
24,31     	  22,00   	    256324 	     1001010      	0         	    FALSE 	       9,28   	   4A     	     0         
24,00     	  22,04   	    258647 	     1000101      	0         	    FALSE 	       9,38   	   45     	     0         
23,53     	  22,02   	    261648 	     1001010      	0         	    FALSE 	       9,46   	   4A     	     0         
21,10     	  22,09   	    264157 	     1000101      	0         	    FALSE 	       9,56   	   45     	     0         
20,95     	  21,99   	    267039 	     1001010      	0         	    FALSE 	       9,64   	   4A     	     0         
20,85     	  22,08   	    269988 	     1000101      	0         	    FALSE 	       9,74   	   45     	     0         
20,80     	  22,14   	    273084 	     1001010      	0         	    FALSE 	       9,85   	   4A     	     0         
20,80     	  22,12   	    276122 	     1000101      	0         	    FALSE 	       9,96   	   45     	     0         
25,39     	  22,09   	    279190 	     1001010      	0         	    FALSE 	       10,07  	   4A     	     0         
23,80     	  22,12   	    281544 	     1000101      	0         	    FALSE 	       10,18  	   45     	     0         
24,23     	  22,06   	    283514 	     1001010      	0         	    FALSE 	       10,30  	   4A     	     0         
24,24     	  21,98   	    286297 	     1000101      	0         	    FALSE 	       10,34  	   45     	     0         
20,54     	  22,03   	    288828 	     1001010      	0         	    FALSE 	       10,47  	   4A     	     0         
21,18     	  21,98   	    291710 	     1000101      	0         	    FALSE 	       10,53  	   45     	     0         
17,86     	  21,99   	    294356 	     1001010      	0         	    FALSE 	       10,63  	   4A     	     0         
17,87     	  21,98   	    297177 	     1000101      	0         	    FALSE 	       10,74  	   45     	     0         
17,57     	  22,14   	    299823 	     1001010      	0         	    FALSE 	       10,84  	   4A     	     0         
17,59     	  22,00   	    302756 	     1000101      	0         	    FALSE 	       10,94  	   45     	     0         
17,90     	  22,04   	    305465 	     1001010      	0         	    FALSE 	       11,04  	   4A     	     0         
20,91     	  22,04   	    308186 	     1000101      	0         	    FALSE 	       11,14  	   45     	     0         
21,06     	  21,95   	    310903 	     1001010      	0         	    FALSE 	       11,24  	   4A     	     0         
21,09     	  21,84   	    313711 	     1000101      	0         	    FALSE 	       11,34  	   45     	     0         
21,10     	  22,02   	    316328 	     1001010      	0         	    FALSE 	       11,44  	   4A     	     0         
20,67     	  21,98   	    319145 	     1000101      	0         	    FALSE 	       11,54  	   45     	     0         
17,55     	  22,07   	    321923 	     1001010      	0         	    FALSE 	       11,64  	   4A     	     0         
17,72     	  22,03   	    324644 	     1000101      	0         	    FALSE 	       11,74  	   45     	     0         
17,96     	  21,99   	    327558 	     1001010      	0         	    FALSE 	       11,84  	   4A     	     0         
21,23     	  22,03   	    330619 	     1000101      	0         	    FALSE 	       11,94  	   45     	     0         
23,86     	  22,03   	    333453 	     1001010      	0         	    FALSE 	       12,06  	   4A     	     0         
23,74     	  21,93   	    336574 	     1000101      	0         	    FALSE 	       12,15  	   45     	     0         
24,02     	  22,06   	    339731 	     1001010      	0         	    FALSE 	       12,26  	   4A     	     0         
24,12     	  22,08   	    342793 	     1000101      	0         	    FALSE 	       12,37  	   45     	     0         
24,65     	  22,02   	    345742 	     1001010      	0         	    FALSE 	       12,48  	   4A     	     0         
21,22     	  21,95   	    347078 	     1000101      	0         	    FALSE 	       12,59  	   45     	     0         
20,75     	  22,13   	    350822 	     1001010      	0         	    FALSE 	       12,66  	   4A     	     0         
21,42     	  22,14   	    353138 	     1000101      	0         	    FALSE 	       12,79  	   45     	     0         
18,45     	  22,09   	    355485 	     1001010      	0         	    FALSE 	       12,86  	   4A     	     0         
17,72     	  21,99   	    358127 	     1000101      	0         	    FALSE 	       12,94  	   45     	     0         
23,86     	  21,92   	    362030 	     1001010      	0         	    FALSE 	       13,04  	   4A     	     0         
20,77     	  22,08   	    363700 	     1000101      	0         	    FALSE 	       13,17  	   45     	     0         
21,06     	  22,03   	    366467 	     1001010      	0         	    FALSE 	       13,23  	   4A     	     0         
20,62     	  21,89   	    369100 	     1000101      	0         	    FALSE 	       13,34  	   45     	     0         
21,31     	  21,94   	    371933 	     1001010      	0         	    FALSE 	       13,43  	   4A     	     0         
20,96     	  22,03   	    374653 	     1000101      	0         	    FALSE 	       13,53  	   45     	     0         
20,71     	  22,03   	    378272 	     1001010      	0         	    FALSE 	       13,64  	   4A     	     0         
17,72     	  22,08   	    380302 	     1000101      	0         	    FALSE 	       13,76  	   45     	     0         
21,23     	  22,02   	    384068 	     1001010      	0         	    FALSE 	       13,83  	   4A     	     0         
17,59     	  21,93   	    385853 	     1000101      	0         	    FALSE 	       13,97  	   45     	     0         
23,93     	  21,93   	    389647 	     1001010      	0         	    FALSE 	       14,03  	   4A     	     0         
20,82     	  22,06   	    391512 	     1000101      	0         	    FALSE 	       14,18  	   45     	     0         
20,95     	  21,95   	    394441 	     1001010      	0         	    FALSE 	       14,23  	   4A     	     0         
21,09     	  21,92   	    397118 	     1000101      	0         	    FALSE 	       14,33  	   45     	     0         
20,81     	  21,92   	    399914 	     1001010      	0         	    FALSE 	       14,43  	   4A     	     0         
20,91     	  21,84   	    403386 	     1000101      	0         	    FALSE 	       14,53  	   45     	     0         
21,62     	  22,06   	    406403 	     1001010      	0         	    FALSE 	       14,66  	   4A     	     0         
20,65     	  22,08   	    409647 	     1000101      	0         	    FALSE 	       14,77  	   45     	     0         
18,29     	  22,14   	    412689 	     1001010      	0         	    FALSE 	       14,88  	   4A     	     0         
20,86     	  22,17   	    414503 	     1000101      	0         	    FALSE 	       14,99  	   45     	     0         
24,52     	  22,12   	    417548 	     1001010      	0         	    FALSE 	       15,06  	   4A     	     0         
24,13     	  22,03   	    419813 	     1000101      	0         	    FALSE 	       15,19  	   45     	     0         
20,66     	  22,04   	    422201 	     1001010      	0         	    FALSE 	       15,26  	   4A     	     0         
23,62     	  22,02   	    425026 	     1000101      	0         	    FALSE 	       15,34  	   45     	     0         
24,02     	  21,95   	    428157 	     1001010      	0         	    FALSE 	       15,45  	   4A     	     0         
20,96     	  22,00   	    431245 	     1000101      	0         	    FALSE 	       15,55  	   45     	     0         
21,18     	  21,98   	    434395 	     1001010      	0         	    FALSE 	       15,66  	   4A     	     0         
20,81     	  21,92   	    437607 	     1000101      	0         	    FALSE 	       15,76  	   45     	     0         
18,08     	  21,98   	    440765 	     1001010      	0         	    FALSE 	       15,88  	   4A     	     0         
20,71     	  22,03   	    443005 	     1000101      	0         	    FALSE 	       15,99  	   45     	     0         
23,96     	  22,11   	    444989 	     1001010      	0         	    FALSE 	       16,10  	   4A     	     0         
24,77     	  21,98   	    447744 	     1000101      	0         	    FALSE 	       16,15  	   45     	     0         
21,05     	  21,93   	    450016 	     1001010      	0         	    FALSE 	       16,26  	   4A     	     0         
23,98     	  21,93   	    452980 	     1000101      	0         	    FALSE 	       16,34  	   45     	     0         
24,14     	  21,89   	    455991 	     1001010      	0         	    FALSE 	       16,44  	   4A     	     0         
20,77     	  21,98   	    458343 	     1000101      	0         	    FALSE 	       16,56  	   45     	     0         
21,08     	  21,98   	    461257 	     1001010      	0         	    FALSE 	       16,63  	   4A     	     0         
20,56     	  21,83   	    464204 	     1000101      	0         	    FALSE 	       16,75  	   45     	     0         
17,25     	  22,04   	    466638 	     1001010      	0         	    FALSE 	       16,86  	   4A     	     0         
18,33     	  21,93   	    469555 	     1000101      	0         	    FALSE 	       16,93  	   45     	     0         
17,53     	  21,97   	    472300 	     1001010      	0         	    FALSE 	       17,03  	   4A     	     0         
21,23     	  22,03   	    475208 	     1000101      	0         	    FALSE 	       17,13  	   45     	     0         
20,96     	  21,94   	    477905 	     1001010      	0         	    FALSE 	       17,24  	   4A     	     0         
21,05     	  21,84   	    480716 	     1000101      	0         	    FALSE 	       17,34  	   45     	     0         
21,01     	  21,94   	    483515 	     1001010      	0         	    FALSE 	       17,43  	   4A     	     0         
21,08     	  21,94   	    486310 	     1000101      	0         	    FALSE 	       17,53  	   45     	     0         
20,56     	  21,89   	    489391 	     1001010      	0         	    FALSE 	       17,63  	   4A     	     0         
20,75     	  21,89   	    492440 	     1000101      	0         	    FALSE 	       17,74  	   45     	     0         
21,27     	  22,03   	    495499 	     1001010      	0         	    FALSE 	       17,88  	   4A     	     0         
20,67     	  22,09   	    498530 	     1000101      	0         	    FALSE 	       17,97  	   45     	     0         
23,63     	  21,92   	    501708 	     1001010      	0         	    FALSE 	       18,08  	   4A     	     0         
23,81     	  21,94   	    503973 	     1000101      	0         	    FALSE 	       18,19  	   45     	     0         
24,03     	  21,90   	    506023 	     1001010      	0         	    FALSE 	       18,30  	   4A     	     0         
24,33     	  21,94   	    509663 	     1000101      	0         	    FALSE 	       18,35  	   45     	     0         
23,79     	  21,84   	    511568 	     1001010      	0         	    FALSE 	       18,50  	   4A     	     0         
20,51     	  21,98   	    514204 	     1000101      	0         	    FALSE 	       18,54  	   45     	     0         
21,43     	  21,89   	    517927 	     1001010      	0         	    FALSE 	       18,64  	   4A     	     0         
20,96     	  21,93   	    520883 	     1000101      	0         	    FALSE 	       18,77  	   45     	     0         
17,57     	  21,89   	    523965 	     1001010      	0         	    FALSE 	       18,88  	   4A     	     0         
21,76     	  21,94   	    525319 	     1000101      	0         	    FALSE 	       18,99  	   45     	     0         
18,18     	  21,89   	    527997 	     1001010      	0         	    FALSE 	       19,04  	   4A     	     0         
24,96     	  21,84   	    531233 	     1000101      	0         	    FALSE 	       19,14  	   45     	     0         
23,85     	  21,97   	    534206 	     1001010      	0         	    FALSE 	       19,25  	   4A     	     0         
24,45     	  21,85   	    537146 	     1000101      	0         	    FALSE 	       19,36  	   45     	     0         
23,72     	  22,00   	    540293 	     1001010      	0         	    FALSE 	       19,47  	   4A     	     0         
18,60     	  21,89   	    543436 	     1000101      	0         	    FALSE 	       19,58  	   45     	     0         
21,29     	  21,98   	    545731 	     1001010      	0         	    FALSE 	       19,69  	   4A     	     0         
21,31     	  21,85   	    548337 	     1000101      	0         	    FALSE 	       19,79  	   45     	     0         
17,92     	  22,03   	    550066 	     1001010      	0         	    FALSE 	       19,89  	   4A     	     0         
18,18     	  21,97   	    552695 	     1000101      	0         	    FALSE 	       19,95  	   45     	     0         
25,50     	  21,88   	    555662 	     1001010      	0         	    FALSE 	       20,03  	   4A     	     0         
23,94     	  21,83   	    558755 	     1000101      	0         	    FALSE 	       20,14  	   45     	     0         
23,74     	  21,98   	    561785 	     1001010      	0         	    FALSE 	       20,26  	   4A     	     0         
24,07     	  22,03   	    564975 	     1000101      	0         	    FALSE 	       20,36  	   45     	     0         
24,17     	  21,98   	    568081 	     1001010      	0         	    FALSE 	       20,47  	   4A     	     0         
21,41     	  21,79   	    570384 	     1000101      	0         	    FALSE 	       20,58  	   45     	     0         
20,76     	  21,99   	    572959 	     1001010      	0         	    FALSE 	       20,67  	   4A     	     0         
21,83     	  21,98   	    575544 	     1000101      	0         	    FALSE 	       20,79  	   45     	     0         
18,62     	  22,00   	    577804 	     1001010      	0         	    FALSE 	       20,86  	   4A     	     0         
17,77     	  21,95   	    580631 	     1000101      	0         	    FALSE 	       20,96  	   45     	     0         
23,66     	  22,02   	    583718 	     1001010      	0         	    FALSE 	       21,05  	   4A     	     0         
23,91     	  21,89   	    586737 	     1000101      	0         	    FALSE 	       21,16  	   45     	     0         
23,88     	  21,97   	    589733 	     1001010      	0         	    FALSE 	       21,26  	   4A     	     0         
23,67     	  21,89   	    592927 	     1000101      	0         	    FALSE 	       21,36  	   45     	     0         
20,71     	  21,93   	    596219 	     1001010      	0         	    FALSE 	       21,48  	   4A     	     0         
20,82     	  21,85   	    598510 	     1000101      	0         	    FALSE 	       21,59  	   45     	     0         
20,96     	  21,94   	    601001 	     1001010      	0         	    FALSE 	       21,68  	   4A     	     0         
20,82     	  22,11   	    603459 	     1000101      	0         	    FALSE 	       21,79  	   45     	     0         
18,56     	  22,03   	    605723 	     1001010      	0         	    FALSE 	       21,86  	   4A     	     0         
18,45     	  21,98   	    608643 	     1000101      	0         	    FALSE 	       21,93  	   45     	     0         
23,74     	  21,89   	    612640 	     1001010      	0         	    FALSE 	       22,03  	   4A     	     0         
21,54     	  21,94   	    614102 	     1000101      	0         	    FALSE 	       22,18  	   45     	     0         
21,27     	  21,80   	    616811 	     1001010      	0         	    FALSE 	       22,23  	   4A     	     0         
22,11     	  21,87   	    619537 	     1000101      	0         	    FALSE 	       22,33  	   45     	     0         
20,70     	  21,79   	    622036 	     1001010      	0         	    FALSE 	       22,43  	   4A     	     0         
20,86     	  21,94   	    624786 	     1000101      	0         	    FALSE 	       22,53  	   45     	     0         
20,87     	  22,02   	    628324 	     1001010      	0         	    FALSE 	       22,63  	   4A     	     0         
18,31     	  21,85   	    629959 	     1000101      	0         	    FALSE 	       22,77  	   45     	     0         
21,04     	  21,93   	    633507 	     1001010      	0         	    FALSE 	       22,83  	   4A     	     0         
17,97     	  21,90   	    634952 	     1000101      	0         	    FALSE 	       22,98  	   45     	     0         
23,93     	  22,02   	    638691 	     1001010      	0         	    FALSE 	       23,03  	   4A     	     0         
22,29     	  21,81   	    640139 	     1000101      	0         	    FALSE 	       23,19  	   45     	     0         
22,54     	  21,93   	    642778 	     1001010      	0         	    FALSE 	       23,23  	   4A     	     0         
20,71     	  21,84   	    645365 	     1000101      	0         	    FALSE 	       23,33  	   45     	     0         
21,22     	  21,85   	    647841 	     1001010      	10001000  	    FALSE 	       23,43  	   4A     	     88        
21,69     	  21,94   	    650483 	     1000101      	0         	    FALSE 	       23,53  	   45     	     0         
21,12     	  21,99   	    654025 	     1001010      	0         	    FALSE 	       23,63  	   4A     	     0         
18,31     	  21,89   	    655767 	     1000101      	11101110  	    FALSE 	       23,77  	   45     	     EE        
21,33     	  21,94   	    659662 	     1001010      	0         	    FALSE 	       23,83  	   4A     	     0         
17,97     	  21,84   	    661042 	     1000101      	11111111  	    FALSE 	       23,98  	   45     	     FF        
18,13     	  21,93   	    663628 	     1001010      	10101010  	    TRUE  	       24,03  	   4A     	     AA        
23,80     	  21,94   	    666815 	     1000101      	1010101   	    TRUE  	       24,13  	   45     	     55        
23,86     	  22,04   	    670074 	     1001010      	10101010  	    TRUE  	       24,26  	   4A     	     AA        
23,89     	  21,98   	    673330 	     1000101      	1010101   	    TRUE  	       24,37  	   45     	     55        
24,08     	  21,88   	    674694 	     1001010      	10101010  	    TRUE  	       24,49  	   4A     	     AA        
21,66     	  21,92   	    677536 	     1000101      	1010101   	    TRUE  	       24,55  	   45     	     55        
18,43     	  21,85   	    680310 	     1001010      	10101010  	    TRUE  	       24,63  	   4A     	     AA        
17,97     	  21,90   	    684563 	     1000101      	1010101   	    TRUE  	       24,74  	   45     	     55        
18,94     	  21,93   	    685842 	     1001010      	10101010  	    TRUE  	       24,91  	   4A     	     AA        
18,01     	  21,94   	    688439 	     1000101      	1010101   	    TRUE  	       24,94  	   45     	     55        
19,14     	  21,85   	    691282 	     1001010      	10101010  	    TRUE  	       25,04  	   4A     	     AA        
21,19     	  21,94   	    694003 	     1000101      	1010101   	    TRUE  	       25,14  	   45     	     55        
21,42     	  21,87   	    696879 	     1001010      	10101010  	    TRUE  	       25,24  	   4A     	     AA        
21,18     	  21,85   	    699650 	     1000101      	1010101   	    TRUE  	       25,34  	   45     	     55        
21,68     	  21,81   	    702540 	     1001010      	10101010  	    TRUE  	       25,44  	   4A     	     AA        
20,87     	  21,81   	    705238 	     1000101      	1010101   	    TRUE  	       25,54  	   45     	     55        
21,47     	  21,89   	    709240 	     1001010      	10101010  	    TRUE  	       25,64  	   4A     	     AA        
19,55     	  21,93   	    711368 	     1000101      	1010101   	    TRUE  	       25,78  	   45     	     55        
20,99     	  22,03   	    714669 	     1001010      	10101010  	    TRUE  	       25,89  	   4A     	     AA        
20,86     	  22,03   	    716607 	     1000101      	1010101   	    TRUE  	       26,00  	   45     	     55        
18,23     	  21,83   	    719039 	     1001010      	10101010  	    TRUE  	       26,07  	   4A     	     AA        
24,04     	  21,78   	    721974 	     1000101      	1010101   	    TRUE  	       26,15  	   45     	     55        
23,60     	  21,84   	    725242 	     1001010      	10101010  	    TRUE  	       26,26  	   4A     	     AA        
23,41     	  21,84   	    728666 	     1000101      	1010101   	    TRUE  	       26,36  	   45     	     55        
20,95     	  21,93   	    730222 	     1001010      	10101010  	    TRUE  	       26,48  	   4A     	     AA        
22,20     	  21,89   	    733027 	     1000101      	1010101   	    TRUE  	       26,55  	   45     	     55        
18,51     	  21,84   	    735897 	     1001010      	10101010  	    TRUE  	       26,64  	   4A     	     AA        
20,67     	  21,88   	    740002 	     1000101      	1010101   	    TRUE  	       26,74  	   45     	     55        
19,07     	  21,89   	    741479 	     1001010      	10101010  	    TRUE  	       26,89  	   4A     	     AA        
18,79     	  21,80   	    744215 	     1000101      	1010101   	    TRUE  	       26,94  	   45     	     55        
17,33     	  22,09   	    746944 	     1001010      	10101010  	    TRUE  	       27,04  	   4A     	     AA        
21,82     	  21,85   	    749757 	     1000101      	1010101   	    TRUE  	       27,14  	   45     	     55        
20,98     	  21,92   	    752575 	     1001010      	10101010  	    TRUE  	       27,23  	   4A     	     AA        
20,66     	  21,88   	    755357 	     1000101      	1010101   	    TRUE  	       27,33  	   45     	     55        
22,17     	  21,87   	    758100 	     1001010      	10101010  	    TRUE  	       27,43  	   4A     	     AA        
21,64     	  21,78   	    760851 	     1000101      	1010101   	    TRUE  	       27,53  	   45     	     55        
21,68     	  21,98   	    764891 	     1001010      	10101010  	    TRUE  	       27,63  	   4A     	     AA        
17,81     	  21,93   	    766460 	     1000101      	1010101   	    TRUE  	       27,78  	   45     	     55        
17,47     	  21,84   	    769204 	     1001010      	10101010  	    TRUE  	       27,84  	   4A     	     AA        
18,61     	  21,89   	    772120 	     1000101      	1010101   	    TRUE  	       27,93  	   45     	     55        
23,81     	  21,99   	    776255 	     1001010      	10101010  	    TRUE  	       28,03  	   4A     	     AA        
21,09     	  21,93   	    777685 	     1000101      	1010101   	    TRUE  	       28,18  	   45     	     55        
20,85     	  22,00   	    780438 	     1001010      	10101010  	    TRUE  	       28,23  	   4A     	     AA        
21,22     	  21,74   	    783260 	     1000101      	1010101   	    TRUE  	       28,33  	   45     	     55        
20,99     	  21,81   	    786046 	     1001010      	10101010  	    TRUE  	       28,43  	   4A     	     AA        
22,13     	  21,79   	    788836 	     1000101      	1010101   	    TRUE  	       28,53  	   45     	     55        
20,79     	  21,83   	    792874 	     1001010      	10101010  	    TRUE  	       28,63  	   4A     	     AA        
21,10     	  22,02   	    795739 	     1000101      	1010101   	    TRUE  	       28,78  	   45     	     55        
17,72     	  21,89   	    797041 	     1001010      	10101010  	    TRUE  	       28,88  	   4A     	     AA        
21,47     	  21,93   	    801058 	     1000101      	1010101   	    TRUE  	       28,94  	   45     	     55        
17,35     	  21,99   	    802612 	     1001010      	10101010  	    TRUE  	       29,10  	   4A     	     AA        
20,62     	  21,78   	    805438 	     1000101      	1010101   	    TRUE  	       29,13  	   45     	     55        
20,75     	  21,73   	    808102 	     1001010      	10101010  	    TRUE  	       29,23  	   4A     	     AA        
20,98     	  21,87   	    810870 	     1000101      	1010101   	    TRUE  	       29,33  	   45     	     55        
