10.11.2005	12:15
Strøm 3,3V  	  Strøm 2,5V	    Teller	       Sendt	        Mottatt	            Sjekk	       Sekunder	   Sendt	     Mottatt
24,07     	  20,56   	    38007  	      1000101      	0         	    FALSE 	       21,90  	   45     	     0         
21,15     	  20,45   	    38180  	      1001010      	0         	    FALSE 	       21,98  	   4A     	     0         
21,27     	  20,56   	    38382  	      1000101      	0         	    FALSE 	       22,08  	   45     	     0         
21,04     	  20,53   	    38532  	      1001010      	0         	    FALSE 	       22,20  	   4A     	     0         
21,94     	  20,71   	    38737  	      1000101      	0         	    FALSE 	       22,28  	   45     	     0         
22,37     	  20,87   	    38883  	      1001010      	0         	    FALSE 	       22,41  	   4A     	     0         
24,74     	  20,62   	    39046  	      1000101      	0         	    FALSE 	       22,48  	   45     	     0         
25,20     	  20,47   	    39220  	      1001010      	0         	    FALSE 	       22,58  	   4A     	     0         
24,40     	  20,47   	    39383  	      1000101      	0         	    FALSE 	       22,68  	   45     	     0         
25,01     	  20,49   	    39560  	      1001010      	0         	    FALSE 	       22,78  	   4A     	     0         
25,41     	  20,52   	    39716  	      1000101      	0         	    FALSE 	       22,88  	   45     	     0         
22,04     	  20,56   	    39934  	      1001010      	0         	    FALSE 	       22,98  	   4A     	     0         
21,93     	  20,81   	    40097  	      1000101      	0         	    FALSE 	       23,11  	   45     	     0         
21,76     	  20,76   	    40253  	      1001010      	0         	    FALSE 	       23,22  	   4A     	     0         
21,05     	  20,56   	    40421  	      1000101      	0         	    FALSE 	       23,28  	   45     	     0         
22,11     	  20,61   	    40582  	      1001010      	0         	    FALSE 	       23,38  	   4A     	     0         
24,68     	  20,59   	    40738  	      1000101      	0         	    FALSE 	       23,48  	   45     	     0         
25,13     	  20,47   	    40954  	      1001010      	0         	    FALSE 	       23,58  	   4A     	     0         
25,06     	  20,50   	    41121  	      1000101      	0         	    FALSE 	       23,68  	   45     	     0         
24,84     	  20,38   	    41331  	      1001010      	0         	    FALSE 	       23,78  	   4A     	     0         
24,03     	  20,40   	    41530  	      1000101      	0         	    FALSE 	       23,88  	   45     	     0         
21,38     	  20,56   	    41731  	      1001010      	0         	    FALSE 	       23,98  	   4A     	     0         
22,25     	  20,71   	    41910  	      1000101      	0         	    FALSE 	       24,11  	   45     	     0         
22,17     	  20,72   	    42051  	      1001010      	0         	    FALSE 	       24,20  	   4A     	     0         
22,21     	  20,70   	    42243  	      1000101      	0         	    FALSE 	       24,34  	   45     	     0         
22,01     	  20,81   	    42401  	      1001010      	10101010  	    TRUE  	       24,41  	   4A     	     AA        
25,36     	  20,62   	    42597  	      1000101      	1010101   	    TRUE  	       24,48  	   45     	     55        
25,26     	  20,59   	    42784  	      1001010      	10101010  	    TRUE  	       24,61  	   4A     	     AA        
24,13     	  20,63   	    42995  	      1000101      	1010101   	    TRUE  	       24,70  	   45     	     55        
24,68     	  20,68   	    43164  	      1001010      	10101010  	    TRUE  	       24,82  	   4A     	     AA        
24,26     	  20,62   	    43339  	      1000101      	1010101   	    TRUE  	       24,92  	   45     	     55        
21,68     	  20,62   	    43511  	      1001010      	10101010  	    TRUE  	       25,01  	   4A     	     AA        
22,20     	  20,86   	    43653  	      1000101      	1010101   	    TRUE  	       25,12  	   45     	     55        
21,18     	  20,87   	    43826  	      1001010      	10101010  	    TRUE  	       25,23  	   4A     	     AA        
21,20     	  20,81   	    43965  	      1000101      	1010101   	    TRUE  	       25,34  	   45     	     55        
22,12     	  20,90   	    44179  	      1001010      	10101010  	    TRUE  	       25,42  	   4A     	     AA        
25,22     	  20,71   	    44304  	      1000101      	1010101   	    TRUE  	       25,53  	   45     	     55        
24,92     	  20,52   	    44464  	      1001010      	10101010  	    TRUE  	       25,59  	   4A     	     AA        
24,12     	  20,40   	    44664  	      1000101      	1010101   	    TRUE  	       25,69  	   45     	     55        
24,64     	  20,45   	    44831  	      1001010      	10101010  	    TRUE  	       25,79  	   4A     	     AA        
25,06     	  20,50   	    44978  	      1000101      	1010101   	    TRUE  	       25,89  	   45     	     55        
21,70     	  20,39   	    45239  	      1001010      	10101010  	    TRUE  	       25,99  	   4A     	     AA        
22,15     	  20,95   	    45383  	      1000101      	1010101   	    TRUE  	       26,13  	   45     	     55        
20,82     	  20,82   	    45548  	      1001010      	10101010  	    TRUE  	       26,21  	   4A     	     AA        
20,96     	  20,80   	    45692  	      1000101      	1010101   	    TRUE  	       26,32  	   45     	     55        
20,98     	  20,66   	    45869  	      1001010      	10101010  	    TRUE  	       26,39  	   4A     	     AA        
25,10     	  20,53   	    46067  	      1000101      	1010101   	    TRUE  	       26,49  	   45     	     55        
25,17     	  20,57   	    46251  	      1001010      	10101010  	    TRUE  	       26,59  	   4A     	     AA        
24,21     	  20,35   	    46422  	      1000101      	1010101   	    TRUE  	       26,69  	   45     	     55        
24,97     	  20,49   	    46583  	      1001010      	10101010  	    TRUE  	       26,79  	   4A     	     AA        
24,84     	  20,62   	    46771  	      1000101      	1010101   	    TRUE  	       26,89  	   45     	     55        
20,82     	  20,53   	    47000  	      1001010      	10101010  	    TRUE  	       26,99  	   4A     	     AA        
22,25     	  20,80   	    47205  	      1000101      	1010101   	    TRUE  	       27,13  	   45     	     55        
21,01     	  20,82   	    47352  	      1001010      	10101010  	    TRUE  	       27,24  	   4A     	     AA        
20,89     	  20,80   	    47514  	      1000101      	1010101   	    TRUE  	       27,32  	   45     	     55        
21,94     	  20,86   	    47704  	      1001010      	10101010  	    TRUE  	       27,42  	   4A     	     AA        
25,27     	  20,87   	    47829  	      1000101      	1010101   	    TRUE  	       27,54  	   45     	     55        
25,12     	  20,50   	    48027  	      1001010      	10101010  	    TRUE  	       27,59  	   4A     	     AA        
24,33     	  20,48   	    48200  	      1000101      	1010101   	    TRUE  	       27,69  	   45     	     55        
25,24     	  20,44   	    48381  	      1001010      	10101010  	    TRUE  	       27,79  	   4A     	     AA        
24,64     	  20,47   	    48550  	      1000101      	1010101   	    TRUE  	       27,89  	   45     	     55        
22,30     	  20,61   	    48786  	      1001010      	10101010  	    TRUE  	       27,98  	   4A     	     AA        
22,08     	  20,81   	    48945  	      1000101      	1010101   	    TRUE  	       28,13  	   45     	     55        
21,17     	  20,72   	    49057  	      1001010      	10101010  	    TRUE  	       28,23  	   4A     	     AA        
21,75     	  20,57   	    49236  	      1000101      	1010101   	    TRUE  	       28,28  	   45     	     55        
21,70     	  20,63   	    49462  	      1001010      	10101010  	    TRUE  	       28,39  	   4A     	     AA        
25,30     	  20,57   	    49605  	      1000101      	1010101   	    TRUE  	       28,51  	   45     	     55        
24,08     	  20,50   	    49796  	      1001010      	10101010  	    TRUE  	       28,58  	   4A     	     AA        
24,91     	  20,49   	    50024  	      1000101      	1010101   	    TRUE  	       28,68  	   45     	     55        
24,17     	  20,56   	    50168  	      1001010      	10101010  	    TRUE  	       28,81  	   4A     	     AA        
24,58     	  20,40   	    50363  	      1000101      	1010101   	    TRUE  	       28,88  	   45     	     55        
22,29     	  20,42   	    50518  	      1001010      	10101010  	    TRUE  	       28,98  	   4A     	     AA        
21,32     	  20,57   	    50708  	      1000101      	1010101   	    TRUE  	       29,08  	   45     	     55        
