10.11.2005	13:56
Strøm 3,3V  	  Strøm 2,5V	    Teller	       Sendt	        Mottatt	            Sjekk	       Sekunder	   Sendt	     Mottatt
18,69     	  23,11   	    16145  	      1000101      	0         	    FALSE 	       4,43   	   45     	     0         
21,74     	  23,16   	    16548  	      1001010      	0         	    FALSE 	       4,54   	   4A     	     0         
23,52     	  23,16   	    16814  	      1000101      	0         	    FALSE 	       4,65   	   45     	     0         
25,03     	  23,09   	    17179  	      1001010      	0         	    FALSE 	       4,70   	   4A     	     0         
23,51     	  23,16   	    17587  	      1000101      	0         	    FALSE 	       4,80   	   45     	     0         
23,51     	  23,15   	    17950  	      1001010      	0         	    FALSE 	       4,90   	   4A     	     0         
21,18     	  23,21   	    18398  	      1000101      	0         	    FALSE 	       5,00   	   45     	     0         
21,34     	  23,33   	    18770  	      1001010      	0         	    FALSE 	       5,10   	   4A     	     0         
20,49     	  23,26   	    19174  	      1000101      	0         	    FALSE 	       5,20   	   45     	     0         
21,37     	  23,21   	    19553  	      1001010      	0         	    FALSE 	       5,30   	   4A     	     0         
17,27     	  23,11   	    20062  	      1000101      	0         	    FALSE 	       5,47   	   45     	     0         
20,98     	  23,01   	    20443  	      1001010      	0         	    FALSE 	       5,53   	   4A     	     0         
21,89     	  22,96   	    20776  	      1000101      	0         	    FALSE 	       5,65   	   45     	     0         
20,77     	  23,16   	    21208  	      1001010      	0         	    FALSE 	       5,75   	   4A     	     0         
21,42     	  23,14   	    21608  	      1000101      	0         	    FALSE 	       5,83   	   45     	     0         
24,88     	  23,10   	    21909  	      1001010      	0         	    FALSE 	       5,93   	   4A     	     0         
20,96     	  23,07   	    22329  	      1000101      	0         	    FALSE 	       6,00   	   45     	     0         
21,23     	  23,06   	    22719  	      1001010      	0         	    FALSE 	       6,10   	   4A     	     0         
21,29     	  23,30   	    23098  	      1000101      	0         	    FALSE 	       6,20   	   45     	     0         
21,52     	  23,29   	    23468  	      1001010      	0         	    FALSE 	       6,30   	   4A     	     0         
17,69     	  23,19   	    23982  	      1000101      	0         	    FALSE 	       6,40   	   45     	     0         
21,89     	  23,14   	    24396  	      1001010      	0         	    FALSE 	       6,54   	   4A     	     0         
20,82     	  23,16   	    24796  	      1000101      	0         	    FALSE 	       6,64   	   45     	     0         
20,82     	  22,96   	    25124  	      1001010      	0         	    FALSE 	       6,74   	   4A     	     0         
21,87     	  23,25   	    25503  	      1000101      	0         	    FALSE 	       6,82   	   45     	     0         
24,19     	  22,93   	    25774  	      1001010      	0         	    FALSE 	       6,94   	   4A     	     0         
20,91     	  23,11   	    26168  	      1000101      	0         	    FALSE 	       6,99   	   45     	     0         
21,66     	  23,31   	    26569  	      1001010      	0         	    FALSE 	       7,10   	   4A     	     0         
21,76     	  23,16   	    26956  	      1000101      	0         	    FALSE 	       7,19   	   45     	     0         
21,48     	  23,21   	    27338  	      1001010      	0         	    FALSE 	       7,29   	   4A     	     0         
18,61     	  23,21   	    27819  	      1000101      	0         	    FALSE 	       7,40   	   45     	     0         
21,82     	  23,00   	    28224  	      1001010      	0         	    FALSE 	       7,54   	   4A     	     0         
21,78     	  23,14   	    28648  	      1000101      	0         	    FALSE 	       7,64   	   45     	     0         
21,73     	  23,00   	    28961  	      1001010      	0         	    FALSE 	       7,75   	   4A     	     0         
21,99     	  23,23   	    29423  	      1000101      	0         	    FALSE 	       7,82   	   45     	     0         
21,15     	  23,16   	    29814  	      1001010      	0         	    FALSE 	       7,93   	   4A     	     0         
17,87     	  23,11   	    30188  	      1000101      	0         	    FALSE 	       8,03   	   45     	     0         
21,97     	  23,24   	    30491  	      1001010      	0         	    FALSE 	       8,15   	   4A     	     0         
20,62     	  23,28   	    30858  	      1000101      	0         	    FALSE 	       8,19   	   45     	     0         
21,97     	  23,33   	    31261  	      1001010      	0         	    FALSE 	       8,29   	   4A     	     0         
18,88     	  23,30   	    31769  	      1000101      	0         	    FALSE 	       8,39   	   45     	     0         
20,42     	  23,06   	    32120  	      1001010      	0         	    FALSE 	       8,54   	   4A     	     0         
20,56     	  23,00   	    32500  	      1000101      	0         	    FALSE 	       8,64   	   45     	     0         
20,98     	  23,15   	    32796  	      1001010      	0         	    FALSE 	       8,74   	   4A     	     0         
20,65     	  23,06   	    33212  	      1000101      	0         	    FALSE 	       8,83   	   45     	     0         
21,80     	  23,07   	    33584  	      1001010      	0         	    FALSE 	       8,93   	   4A     	     0         
20,61     	  23,10   	    33882  	      1000101      	0         	    FALSE 	       9,05   	   45     	     0         
18,79     	  23,11   	    34403  	      1001010      	0         	    FALSE 	       9,09   	   4A     	     0         
22,03     	  23,07   	    34708  	      1000101      	0         	    FALSE 	       9,24   	   45     	     0         
22,10     	  23,38   	    35083  	      1001010      	0         	    FALSE 	       9,29   	   4A     	     0         
18,88     	  23,28   	    35540  	      1000101      	0         	    FALSE 	       9,39   	   45     	     0         
21,59     	  23,20   	    35913  	      1001010      	0         	    FALSE 	       9,52   	   4A     	     0         
20,75     	  23,19   	    36319  	      1000101      	0         	    FALSE 	       9,62   	   45     	     0         
21,88     	  23,11   	    36724  	      1001010      	0         	    FALSE 	       9,73   	   4A     	     0         
21,32     	  23,09   	    37139  	      1000101      	0         	    FALSE 	       9,83   	   45     	     0         
21,05     	  23,06   	    37447  	      1001010      	0         	    FALSE 	       9,94   	   4A     	     0         
18,33     	  23,03   	    37840  	      1000101      	0         	    FALSE 	       10,02  	   45     	     0         
18,11     	  23,11   	    38242  	      1001010      	0         	    FALSE 	       10,12  	   4A     	     0         
20,63     	  23,09   	    38567  	      1000101      	0         	    FALSE 	       10,22  	   45     	     0         
22,04     	  23,24   	    38932  	      1001010      	0         	    FALSE 	       10,29  	   4A     	     0         
17,26     	  23,33   	    39436  	      1000101      	0         	    FALSE 	       10,39  	   45     	     0         
21,48     	  23,05   	    39739  	      1001010      	0         	    FALSE 	       10,55  	   4A     	     0         
21,87     	  22,97   	    40190  	      1000101      	0         	    FALSE 	       10,63  	   45     	     0         
20,87     	  23,01   	    40560  	      1001010      	0         	    FALSE 	       10,74  	   4A     	     0         
20,47     	  22,91   	    40951  	      1000101      	0         	    FALSE 	       10,84  	   45     	     0         
23,90     	  23,05   	    41176  	      1001010      	0         	    FALSE 	       10,95  	   4A     	     0         
20,53     	  23,02   	    41577  	      1000101      	0         	    FALSE 	       11,00  	   45     	     0         
21,33     	  23,28   	    41961  	      1001010      	0         	    FALSE 	       11,10  	   4A     	     0         
20,51     	  23,06   	    42374  	      1000101      	0         	    FALSE 	       11,20  	   45     	     0         
21,60     	  23,14   	    42773  	      1001010      	0         	    FALSE 	       11,30  	   4A     	     0         
18,46     	  23,20   	    43296  	      1000101      	0         	    FALSE 	       11,40  	   45     	     0         
20,38     	  23,07   	    43666  	      1001010      	0         	    FALSE 	       11,55  	   4A     	     0         
21,60     	  23,00   	    44034  	      1000101      	0         	    FALSE 	       11,64  	   45     	     0         
21,12     	  23,16   	    44444  	      1001010      	0         	    FALSE 	       11,73  	   4A     	     0         
20,53     	  23,12   	    44860  	      1000101      	0         	    FALSE 	       11,84  	   45     	     0         
21,87     	  22,96   	    45266  	      1001010      	0         	    FALSE 	       11,96  	   4A     	     0         
18,64     	  23,14   	    45658  	      1000101      	0         	    FALSE 	       12,04  	   45     	     0         
21,90     	  23,11   	    45925  	      1001010      	0         	    FALSE 	       12,14  	   4A     	     0         
20,47     	  23,14   	    46292  	      1000101      	0         	    FALSE 	       12,20  	   45     	     0         
21,47     	  23,14   	    46721  	      1001010      	0         	    FALSE 	       12,30  	   4A     	     0         
18,94     	  23,15   	    47157  	      1000101      	0         	    FALSE 	       12,40  	   45     	     0         
22,20     	  22,97   	    47623  	      1001010      	0         	    FALSE 	       12,54  	   4A     	     0         
20,51     	  23,07   	    47921  	      1000101      	0         	    FALSE 	       12,65  	   45     	     0         
21,46     	  23,05   	    48328  	      1001010      	0         	    FALSE 	       12,73  	   4A     	     0         
20,67     	  23,09   	    48702  	      1000101      	0         	    FALSE 	       12,85  	   45     	     0         
21,76     	  22,97   	    49143  	      1001010      	0         	    FALSE 	       12,94  	   4A     	     0         
21,52     	  23,17   	    49402  	      1000101      	0         	    FALSE 	       13,05  	   45     	     0         
20,77     	  23,21   	    49761  	      1001010      	0         	    FALSE 	       13,10  	   4A     	     0         
20,85     	  23,14   	    50153  	      1000101      	0         	    FALSE 	       13,20  	   45     	     0         
17,75     	  23,01   	    50766  	      1001010      	0         	    FALSE 	       13,30  	   4A     	     0         
18,08     	  23,15   	    51044  	      1000101      	0         	    FALSE 	       13,47  	   45     	     0         
22,21     	  23,06   	    51442  	      1001010      	0         	    FALSE 	       13,54  	   4A     	     0         
25,11     	  23,17   	    51656  	      1000101      	0         	    FALSE 	       13,64  	   45     	     0         
20,68     	  23,07   	    52063  	      1001010      	0         	    FALSE 	       13,71  	   4A     	     0         
21,68     	  23,06   	    52481  	      1000101      	0         	    FALSE 	       13,81  	   45     	     0         
21,93     	  23,16   	    52950  	      1001010      	0         	    FALSE 	       13,92  	   4A     	     0         
20,47     	  23,03   	    53376  	      1000101      	0         	    FALSE 	       14,03  	   45     	     0         
17,55     	  23,25   	    53801  	      1001010      	0         	    FALSE 	       14,11  	   4A     	     0         
18,95     	  23,07   	    54210  	      1000101      	0         	    FALSE 	       14,24  	   45     	     0         
18,99     	  23,00   	    54647  	      1001010      	0         	    FALSE 	       14,33  	   4A     	     0         
22,29     	  22,97   	    54905  	      1000101      	0         	    FALSE 	       14,43  	   45     	     0         
23,82     	  23,20   	    55310  	      1001010      	0         	    FALSE 	       14,49  	   4A     	     0         
22,07     	  23,03   	    55735  	      1000101      	0         	    FALSE 	       14,61  	   45     	     0         
22,17     	  23,00   	    56162  	      1001010      	0         	    FALSE 	       14,71  	   4A     	     0         
20,93     	  22,77   	    56554  	      1000101      	0         	    FALSE 	       14,82  	   45     	     0         
22,18     	  23,06   	    56944  	      1001010      	0         	    FALSE 	       14,92  	   4A     	     0         
18,67     	  23,11   	    57377  	      1000101      	0         	    FALSE 	       15,01  	   45     	     0         
18,88     	  23,10   	    57735  	      1001010      	0         	    FALSE 	       15,14  	   4A     	     0         
18,52     	  23,14   	    58149  	      1000101      	0         	    FALSE 	       15,23  	   45     	     0         
18,38     	  23,14   	    58594  	      1001010      	0         	    FALSE 	       15,32  	   4A     	     0         
17,34     	  23,03   	    58940  	      1000101      	0         	    FALSE 	       15,43  	   45     	     0         
21,75     	  22,86   	    59304  	      1001010      	0         	    FALSE 	       15,53  	   4A     	     0         
21,18     	  22,95   	    59708  	      1000101      	0         	    FALSE 	       15,63  	   45     	     0         
21,59     	  22,82   	    60099  	      1001010      	0         	    FALSE 	       15,73  	   4A     	     0         
21,99     	  23,11   	    60428  	      1000101      	0         	    FALSE 	       15,83  	   45     	     0         
22,08     	  22,98   	    60807  	      1001010      	0         	    FALSE 	       15,91  	   4A     	     0         
17,30     	  23,16   	    61265  	      1000101      	0         	    FALSE 	       16,01  	   45     	     0         
18,98     	  23,01   	    61675  	      1001010      	0         	    FALSE 	       16,12  	   4A     	     0         
21,97     	  23,01   	    62007  	      1000101      	0         	    FALSE 	       16,23  	   45     	     0         
17,41     	  23,19   	    62346  	      1001010      	0         	    FALSE 	       16,32  	   4A     	     0         
17,81     	  23,06   	    62740  	      1000101      	0         	    FALSE 	       16,41  	   45     	     0         
21,18     	  22,98   	    63151  	      1001010      	0         	    FALSE 	       16,51  	   4A     	     0         
20,81     	  23,01   	    63536  	      1000101      	0         	    FALSE 	       16,62  	   45     	     0         
21,09     	  22,97   	    63941  	      1001010      	0         	    FALSE 	       16,73  	   4A     	     0         
22,21     	  22,98   	    64325  	      1000101      	0         	    FALSE 	       16,81  	   45     	     0         
20,82     	  22,87   	    64744  	      1001010      	0         	    FALSE 	       16,92  	   4A     	     0         
18,03     	  23,10   	    65159  	      1000101      	0         	    FALSE 	       17,05  	   45     	     0         
18,23     	  22,93   	    65483  	      1001010      	0         	    FALSE 	       17,15  	   4A     	     0         
18,46     	  22,93   	    65852  	      1000101      	0         	    FALSE 	       17,24  	   45     	     0         
18,88     	  23,05   	    66280  	      1001010      	0         	    FALSE 	       17,33  	   4A     	     0         
18,72     	  22,96   	    66609  	      1000101      	0         	    FALSE 	       17,45  	   45     	     0         
22,04     	  23,14   	    67022  	      1001010      	0         	    FALSE 	       17,53  	   4A     	     0         
21,89     	  22,89   	    67395  	      1000101      	0         	    FALSE 	       17,65  	   45     	     0         
24,04     	  23,01   	    67632  	      1001010      	0         	    FALSE 	       17,75  	   4A     	     0         
21,64     	  22,95   	    68037  	      1000101      	0         	    FALSE 	       17,81  	   45     	     0         
21,84     	  23,24   	    68434  	      1001010      	0         	    FALSE 	       17,91  	   4A     	     0         
18,62     	  23,14   	    68896  	      1000101      	0         	    FALSE 	       18,02  	   45     	     0         
17,97     	  23,06   	    69262  	      1001010      	0         	    FALSE 	       18,13  	   4A     	     0         
17,39     	  23,05   	    69672  	      1000101      	0         	    FALSE 	       18,24  	   45     	     0         
18,93     	  23,05   	    70110  	      1001010      	0         	    FALSE 	       18,32  	   4A     	     0         
17,38     	  23,16   	    70501  	      1000101      	0         	    FALSE 	       18,42  	   45     	     0         
21,88     	  22,88   	    70839  	      1001010      	0         	    FALSE 	       18,53  	   4A     	     0         
22,20     	  22,95   	    71230  	      1000101      	0         	    FALSE 	       18,62  	   45     	     0         
21,65     	  23,01   	    71567  	      1001010      	0         	    FALSE 	       18,73  	   4A     	     0         
25,19     	  22,95   	    71897  	      1000101      	0         	    FALSE 	       18,84  	   45     	     0         
25,21     	  23,06   	    72249  	      1001010      	0         	    FALSE 	       18,90  	   4A     	     0         
17,69     	  23,01   	    72684  	      1000101      	0         	    FALSE 	       19,00  	   45     	     0         
17,47     	  23,06   	    73047  	      1001010      	0         	    FALSE 	       19,13  	   4A     	     0         
18,53     	  23,11   	    73505  	      1000101      	0         	    FALSE 	       19,23  	   45     	     0         
18,74     	  23,07   	    73947  	      1001010      	0         	    FALSE 	       19,33  	   4A     	     0         
17,44     	  22,97   	    74259  	      1000101      	0         	    FALSE 	       19,43  	   45     	     0         
21,03     	  22,95   	    74616  	      1001010      	0         	    FALSE 	       19,53  	   4A     	     0         
22,21     	  22,93   	    74998  	      1000101      	0         	    FALSE 	       19,64  	   45     	     0         
20,52     	  22,83   	    75401  	      1001010      	0         	    FALSE 	       19,74  	   4A     	     0         
21,78     	  23,06   	    75714  	      1000101      	0         	    FALSE 	       19,85  	   45     	     0         
21,05     	  22,79   	    76119  	      1001010      	0         	    FALSE 	       19,95  	   4A     	     0         
17,72     	  23,01   	    76516  	      1000101      	0         	    FALSE 	       20,06  	   45     	     0         
21,60     	  22,96   	    76862  	      1001010      	0         	    FALSE 	       20,14  	   4A     	     0         
18,88     	  23,00   	    77268  	      1000101      	0         	    FALSE 	       20,22  	   45     	     0         
18,72     	  22,97   	    77565  	      1001010      	0         	    FALSE 	       20,35  	   4A     	     0         
18,84     	  23,01   	    77984  	      1000101      	0         	    FALSE 	       20,41  	   45     	     0         
21,03     	  23,05   	    78397  	      1001010      	0         	    FALSE 	       20,52  	   4A     	     0         
21,47     	  22,93   	    78792  	      1000101      	0         	    FALSE 	       20,63  	   45     	     0         
22,10     	  22,91   	    79183  	      1001010      	0         	    FALSE 	       20,72  	   4A     	     0         
20,82     	  22,89   	    79531  	      1000101      	0         	    FALSE 	       20,82  	   45     	     0         
21,87     	  22,93   	    79837  	      1001010      	0         	    FALSE 	       20,93  	   4A     	     0         
18,99     	  23,06   	    80247  	      1000101      	0         	    FALSE 	       21,02  	   45     	     0         
17,33     	  23,12   	    80650  	      1001010      	0         	    FALSE 	       21,13  	   4A     	     0         
18,92     	  23,09   	    80987  	      1000101      	0         	    FALSE 	       21,24  	   45     	     0         
17,99     	  23,16   	    81367  	      1001010      	0         	    FALSE 	       21,32  	   4A     	     0         
18,88     	  23,19   	    81757  	      1000101      	0         	    FALSE 	       21,43  	   45     	     0         
22,04     	  22,87   	    82181  	      1001010      	0         	    FALSE 	       21,53  	   4A     	     0         
20,96     	  23,05   	    82604  	      1000101      	0         	    FALSE 	       21,63  	   45     	     0         
25,22     	  23,03   	    82852  	      1001010      	0         	    FALSE 	       21,74  	   4A     	     0         
25,19     	  22,86   	    83257  	      1000101      	0         	    FALSE 	       21,81  	   45     	     0         
21,96     	  22,97   	    83683  	      1001010      	0         	    FALSE 	       21,89  	   4A     	     0         
17,30     	  23,11   	    84064  	      1000101      	0         	    FALSE 	       22,02  	   45     	     0         
21,99     	  23,03   	    84493  	      1001010      	0         	    FALSE 	       22,13  	   4A     	     0         
18,99     	  23,07   	    84895  	      1000101      	0         	    FALSE 	       22,21  	   45     	     0         
18,60     	  22,91   	    85293  	      1001010      	0         	    FALSE 	       22,32  	   4A     	     0         
18,14     	  22,93   	    85626  	      1000101      	0         	    FALSE 	       22,43  	   45     	     0         
20,67     	  22,96   	    86052  	      1001010      	0         	    FALSE 	       22,53  	   4A     	     0         
21,99     	  23,00   	    86490  	      1000101      	0         	    FALSE 	       22,62  	   45     	     0         
21,24     	  22,92   	    86903  	      1001010      	0         	    FALSE 	       22,74  	   4A     	     0         
20,67     	  23,00   	    87223  	      1000101      	0         	    FALSE 	       22,85  	   45     	     0         
20,63     	  22,79   	    87599  	      1001010      	0         	    FALSE 	       22,92  	   4A     	     0         
19,02     	  23,12   	    87912  	      1000101      	0         	    FALSE 	       23,03  	   45     	     0         
21,23     	  23,01   	    88296  	      1001010      	0         	    FALSE 	       23,09  	   4A     	     0         
21,93     	  23,10   	    88679  	      1000101      	0         	    FALSE 	       23,19  	   45     	     0         
22,10     	  23,15   	    89058  	      1001010      	0         	    FALSE 	       23,29  	   4A     	     0         
18,34     	  23,12   	    89549  	      1000101      	0         	    FALSE 	       23,39  	   45     	     0         
21,59     	  22,97   	    89906  	      1001010      	0         	    FALSE 	       23,56  	   4A     	     0         
21,32     	  22,82   	    90178  	      1000101      	0         	    FALSE 	       23,64  	   45     	     0         
22,30     	  23,00   	    90559  	      1001010      	0         	    FALSE 	       23,71  	   4A     	     0         
21,90     	  22,95   	    90971  	      1000101      	0         	    FALSE 	       23,79  	   45     	     0         
22,20     	  23,06   	    91405  	      1001010      	0         	    FALSE 	       23,91  	   4A     	     0         
17,72     	  22,91   	    91831  	      1000101      	0         	    FALSE 	       24,02  	   45     	     0         
18,14     	  23,06   	    92263  	      1001010      	10101010  	    TRUE  	       24,11  	   4A     	     AA        
19,04     	  22,84   	    92524  	      1000101      	1010101   	    TRUE  	       24,22  	   45     	     55        
19,07     	  23,11   	    92996  	      1001010      	10101010  	    TRUE  	       24,29  	   4A     	     AA        
18,89     	  23,15   	    93401  	      1000101      	1010101   	    TRUE  	       24,43  	   45     	     55        
22,30     	  23,00   	    93754  	      1001010      	10101010  	    TRUE  	       24,54  	   4A     	     AA        
22,04     	  23,02   	    94082  	      1000101      	1010101   	    TRUE  	       24,65  	   45     	     55        
21,48     	  23,03   	    94491  	      1001010      	10101010  	    TRUE  	       24,72  	   4A     	     AA        
20,70     	  22,97   	    94928  	      1000101      	1010101   	    TRUE  	       24,82  	   45     	     55        
20,98     	  22,93   	    95326  	      1001010      	10101010  	    TRUE  	       24,92  	   4A     	     AA        
18,47     	  22,95   	    95667  	      1000101      	1010101   	    TRUE  	       25,03  	   45     	     55        
18,36     	  23,03   	    96070  	      1001010      	10101010  	    TRUE  	       25,13  	   4A     	     AA        
18,32     	  23,05   	    96474  	      1000101      	1010101   	    TRUE  	       25,24  	   45     	     55        
18,58     	  23,03   	    96805  	      1001010      	10101010  	    TRUE  	       25,34  	   4A     	     AA        
21,42     	  22,88   	    97204  	      1000101      	1010101   	    TRUE  	       25,44  	   45     	     55        
21,15     	  22,79   	    97512  	      1001010      	10101010  	    TRUE  	       25,55  	   4A     	     AA        
21,04     	  22,93   	    97909  	      1000101      	1010101   	    TRUE  	       25,61  	   45     	     55        
20,47     	  22,84   	    98363  	      1001010      	10101010  	    TRUE  	       25,71  	   4A     	     AA        
21,68     	  22,92   	    98806  	      1000101      	1010101   	    TRUE  	       25,82  	   45     	     55        
24,47     	  22,83   	    99176  	      1001010      	10101010  	    TRUE  	       25,93  	   4A     	     AA        
19,02     	  23,11   	    99649  	      1000101      	1010101   	    TRUE  	       26,03  	   45     	     55        
18,61     	  23,06   	    99992  	      1001010      	10101010  	    TRUE  	       26,15  	   4A     	     AA        
17,73     	  22,98   	    100399 	      1000101      	1010101   	    TRUE  	       26,23  	   45     	     55        
20,52     	  22,93   	    100660 	      1001010      	10101010  	    TRUE  	       26,34  	   4A     	     AA        
18,64     	  23,14   	    101203 	      1000101      	1010101   	    TRUE  	       26,40  	   45     	     55        
24,49     	  22,95   	    101433 	      1001010      	10101010  	    TRUE  	       26,54  	   4A     	     AA        
20,86     	  22,97   	    101892 	      1000101      	1010101   	    TRUE  	       26,61  	   45     	     55        
21,40     	  22,88   	    102313 	      1001010      	10101010  	    TRUE  	       26,71  	   4A     	     AA        
22,20     	  22,88   	    102700 	      1000101      	1010101   	    TRUE  	       26,82  	   45     	     55        
21,42     	  22,96   	    103043 	      1001010      	10101010  	    TRUE  	       26,93  	   4A     	     AA        
18,85     	  23,17   	    103468 	      1000101      	1010101   	    TRUE  	       27,03  	   45     	     55        
18,34     	  23,07   	    103816 	      1001010      	10101010  	    TRUE  	       27,15  	   4A     	     AA        
17,52     	  23,07   	    104206 	      1000101      	1010101   	    TRUE  	       27,23  	   45     	     55        
20,77     	  23,07   	    104439 	      1001010      	10101010  	    TRUE  	       27,33  	   4A     	     AA        
17,71     	  23,07   	    104865 	      1000101      	1010101   	    TRUE  	       27,41  	   45     	     55        
20,85     	  23,03   	    105262 	      1001010      	10101010  	    TRUE  	       27,52  	   4A     	     AA        
20,77     	  22,91   	    105687 	      1000101      	1010101   	    TRUE  	       27,61  	   45     	     55        
20,71     	  22,83   	    106040 	      1001010      	10101010  	    TRUE  	       27,73  	   4A     	     AA        
21,73     	  23,03   	    106488 	      1000101      	1010101   	    TRUE  	       27,83  	   45     	     55        
21,03     	  22,92   	    106866 	      1001010      	10101010  	    TRUE  	       27,94  	   4A     	     AA        
18,34     	  23,10   	    107294 	      1000101      	1010101   	    TRUE  	       28,03  	   45     	     55        
21,92     	  22,89   	    107638 	      1001010      	10101010  	    TRUE  	       28,15  	   4A     	     AA        
18,61     	  23,01   	    107979 	      1000101      	1010101   	    TRUE  	       28,22  	   45     	     55        
18,79     	  23,11   	    108392 	      1001010      	10101010  	    TRUE  	       28,32  	   4A     	     AA        
18,85     	  23,07   	    108779 	      1000101      	1010101   	    TRUE  	       28,41  	   45     	     55        
21,89     	  22,95   	    109222 	      1001010      	10101010  	    TRUE  	       28,52  	   4A     	     AA        
21,23     	  22,98   	    109594 	      1000101      	1010101   	    TRUE  	       28,64  	   45     	     55        
21,23     	  23,07   	    109930 	      1001010      	10101010  	    TRUE  	       28,74  	   4A     	     AA        
21,41     	  22,97   	    110332 	      1000101      	1010101   	    TRUE  	       28,82  	   45     	     55        
20,67     	  22,86   	    110732 	      1001010      	10101010  	    TRUE  	       28,93  	   4A     	     AA        
20,72     	  23,05   	    110964 	      1000101      	1010101   	    TRUE  	       29,04  	   45     	     55        
18,89     	  23,15   	    111358 	      1001010      	10101010  	    TRUE  	       29,09  	   4A     	     AA        
18,79     	  23,15   	    111818 	      1000101      	1010101   	    TRUE  	       29,19  	   45     	     55        
22,01     	  23,05   	    112104 	      1001010      	10101010  	    TRUE  	       29,33  	   4A     	     AA        
20,67     	  23,06   	    112477 	      1000101      	1010101   	    TRUE  	       29,39  	   45     	     55        
