LabVIEW Measurement	
Writer_Version	0.92
Reader_Version	1
Separator	Tab
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	Bjørn Halvor
Date	2005/11/11
Time	12:20:00,490999
***End_of_Header***	
	
Channels	3			
Samples	1	1	1	
Date	2005/11/11	2005/11/11	2005/11/11	
Time	12:20:00,520999	12:20:00,520999	12:20:00,520999	
X_Dimension	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	
***End_of_Header***				
X_Value				Comment
0.000000	0.000234	2.492604	0.000000
0.952000	0.000232	2.496416	7317.000000
1.953000	0.000228	2.497687	28860.000000
2.955000	0.000228	2.495145	50640.000000
3.946000	0.000234	2.493874	72948.000000
4.937000	0.000234	2.496416	94483.000000
5.939000	0.000229	2.491333	116626.000000
6.980000	0.000232	2.493874	137945.000000
7.942000	0.000229	2.492604	159693.000000
9.033000	0.000232	2.492604	181800.000000
9.945000	0.000228	2.492604	203207.000000
10.926000	0.000232	2.492604	224904.000000
11.917000	0.000232	2.491333	246741.000000
12.959000	0.000231	2.492604	269140.000000
13.920000	0.000234	2.492604	290457.000000
14.922000	0.000228	2.496416	312346.000000
15.923000	0.000228	2.490062	333879.000000
16.925000	0.000234	2.492604	355707.000000
18.086000	0.000231	2.492604	378995.000000
18.968000	0.000234	2.492604	399972.000000
19.919000	0.000227	2.493874	420875.000000
20.920000	0.000227	2.493874	442539.000000
21.932000	0.000224	2.491333	464845.000000
22.923000	0.000228	2.492604	486341.000000
23.925000	0.000229	2.490062	508094.000000
24.926000	0.000227	2.488791	529817.000000
25.918000	0.000228	2.487521	551663.000000
26.919000	0.000228	2.491333	573261.000000
27.971000	0.000228	2.492604	595179.000000
28.922000	0.000228	2.486250	616932.000000
29.973000	0.000227	2.487521	638987.000000
30.965000	0.000228	2.490062	660529.000000
32.026000	0.000227	2.486250	682154.000000
32.978000	0.000228	2.484979	703782.000000
33.929000	0.000228	2.486250	725924.000000
34.941000	0.000228	2.487521	747624.000000
35.922000	0.000227	2.487521	769054.000000
36.923000	0.000228	2.487521	790532.000000
37.945000	0.000228	2.490062	812049.000000
39.026000	0.000228	2.487521	834458.000000
39.918000	0.000228	2.483708	854728.000000
41.079000	0.000225	2.487521	877697.000000
41.921000	0.000227	2.486250	897912.000000
42.922000	0.000225	2.487521	919495.000000
43.923000	0.000224	2.486250	940992.000000
44.935000	0.000225	2.490062	962879.000000
45.936000	0.000228	2.487521	984922.000000
46.918000	0.000227	2.486250	1006232.000000
47.919000	0.000228	2.484979	1027899.000000
48.981000	0.000229	2.486250	1049052.000000
49.922000	0.000229	2.482437	1070314.000000
50.924000	0.000228	2.484979	1091822.000000
51.955000	0.000228	2.484979	1113394.000000
52.926000	0.000229	2.486250	1134730.000000
53.918000	0.000234	2.481167	1156517.000000
54.919000	0.000231	2.486250	1178402.000000
55.931000	0.000234	2.481167	1200128.000000
57.002000	0.000237	2.487521	1221571.000000
57.924000	0.000240	2.487521	1243290.000000
58.925000	0.000238	2.487521	1265073.000000
59.926000	0.000241	2.487521	1286442.000000
60.918000	0.000241	2.482437	1307850.000000
61.919000	0.000245	2.488791	1329403.000000
62.921000	0.000245	2.486250	1351010.000000
